storage_key,dossier_uid,scrutin_id,fecha_scrutin,titulo_scrutin,jorf_text_id,title_matched,match_score,bytes,status
DLR5L15N42447,DLR5L15N42447,3264,2020-11-26,l'ensemble de la proposition de loi améliorant l'efficacité de la justice de proximité et de la réponse pénale (première lecture).,JORFTEXT000043339206,<mark>LOI</mark> n° 2021-401 du 8 avril 2021 <mark>améliorant</mark> <mark>l'efficacité</mark> de la <mark>justice</mark> de <mark>proximité</mark> et de la <mark>réponse</mark> <mark>pénale</mark> (1),1.13,12071,ok
DLR5L15N38285,DLR5L15N38285,3270,2020-11-30,l'ensemble de la proposition de loi relative au renforcement de l'inclusion dans l'emploi par l'activité dans l'emploi par l'activité économique et à l'expérimentation « territoires zéro chômeur de longue durée » (texte de la commisson mixte pariraire).,JORFTEXT000042665434,<mark>LOI</mark> n° 2020-1577 du 14 décembre 2020 <mark>relative</mark> au <mark>renforcement</mark> de <mark>l'inclusion</mark> dans <mark>l'emploi</mark> par <mark>l'activité</mark> <mark>économique</mark> et à <mark>l'expérimentation</mark> <mark>«</mark> <mark>territoire</mark> <mark>zéro</mark> <mark>chômeur</mark> de <mark>longue</mark> <mark>durée</mark> <mark>»</mark> (1),1.11,38177,ok
DLR5L15N40951,DLR5L15N40951,3298,2020-12-09,l'ensemble du projet de loi relatif au Parquet européen et à la justice pénale spécialisée (première lecture).,JORFTEXT000048430512,,0.22,0,low_score_or_no_match
DLR5L15N41103,DLR5L15N41103,3328,2021-01-28,l'ensemble de la proposition de loi visant à améliorer l'accessibilité des personnes qui ont un trouble du spectre de l'autisme par la mise en place d'une « heure silencieuse » dans les magasins de la grande distribution (première lecture).,,,0.00,0,low_score_or_no_match
DLR5L15N41049,DLR5L15N41049,3330,2021-01-28,l'ensemble de la proposition de loi rénovant la gouvernance du service public d'eau potable et d'assainissement en Guadeloupe (première lecture).,JORFTEXT000043458617,<mark>LOI</mark> n° 2021-513 du 29 avril 2021 <mark>rénovant</mark> la <mark>gouvernance</mark> des <mark>services</mark> <mark>publics</mark> <mark>d'eau</mark> <mark>potable</mark> et <mark>d'assainissement</mark> en <mark>Guadeloupe</mark> (1),0.86,13962,ok
DLR5L15N41193,DLR5L15N41193,3440,2021-02-18,l'ensemble de la proposition de loi renforçant la protection des mineurs victimes de violences sexuelles (première lecture).,JORFTEXT000037284450,<mark>LOI</mark> n° 2018-703 du 3 août 2018 <mark>renforçant</mark> la lutte contre les <mark>violences</mark> <mark>sexuelles</mark> et sexistes (1),0.50,23225,ok
DLR5L15N45213,DLR5L15N45213,3454,2021-03-02,l'ensemble du projet de loi de programmation relatif au développement solidaire et à la lutte contre les inégalités mondiales (première lecture).,JORFTEXT000043898536,<mark>LOI</mark> n° 2021-1031 du 4 août 2021 de <mark>programmation</mark> relative au <mark>développement</mark> <mark>solidaire</mark> et à la <mark>lutte</mark> <mark>contre</mark> les <mark>inégalités</mark> <mark>mondiales</mark> (1),0.99,163138,ok
DLR5L15N41425,DLR5L15N41425,3484,2021-03-16,l'ensemble du projet de loi constitutionnelle complétant l'article 1er de la Constitution et relatif à la préservation de l'environnement (première lecture).,JORFTEXT000043956924,,0.11,0,low_score_or_no_match
DLR5L15N42106,DLR5L15N42106,3738,2021-05-04,l'ensemble du projet de loi portant lutte contre le dérèglement climatique et renforcement de la résilience face à ses effets (première lecture).,JORFTEXT000043956924,<mark>LOI</mark> n° 2021-1104 du 22 août 2021 <mark>portant</mark> <mark>lutte</mark> <mark>contre</mark> le <mark>dérèglement</mark> <mark>climatique</mark> et <mark>renforcement</mark> de la <mark>résilience</mark> <mark>face</mark> à ses <mark>effets</mark> (1),1.14,607507,ok
DLR5L15N40091,DLR5L15N40091,3792,2021-05-27,l'ensemble de la proposition de loi visant à consolider notre modèle de sécurité civile et valoriser le volontariat des sapeurs-pompiers (première lecture).,JORFTEXT000044367862,<mark>LOI</mark> n° 2021-1520 du 25 novembre 2021 <mark>visant</mark> à <mark>consolider</mark> notre <mark>modèle</mark> de <mark>sécurité</mark> <mark>civile</mark> et <mark>valoriser</mark> le <mark>volontariat</mark> des <mark>sapeurs</mark>-<mark>pompiers</mark> et les <mark>sapeurs</mark>-<mark>pompiers</mark> professionnels (1),1.10,111727,ok
DLR5L15N45605,DLR5L15N45605,3995,2021-10-07,l'ensemble de la proposition de loi visant à favoriser l'accès de tous les étudiants à une offre de restauration à tarif modéré (première lecture).,JORFTEXT000047439303,<mark>LOI</mark> n° 2023-265 du 13 avril 2023 <mark>visant</mark> à <mark>favoriser</mark> <mark>l'accès</mark> de <mark>tous</mark> les <mark>étudiants</mark> à une <mark>offre</mark> de <mark>restauration</mark> à <mark>tarif</mark> <mark>modéré</mark> (1),1.05,1490,ok
DLR5L15N44955,DLR5L15N44955,4151,2021-11-16,l'ensemble de la proposition de loi visant à lutter contre la maltraitance animale et conforter le lien entre les animaux et les hommes (texte de la commission mixte paritaire).,JORFTEXT000044387560,<mark>LOI</mark> n° 2021-1539 du 30 novembre 2021 <mark>visant</mark> à <mark>lutter</mark> <mark>contre</mark> la <mark>maltraitance</mark> <mark>animale</mark> et <mark>conforter</mark> le <mark>lien</mark> <mark>entre</mark> les <mark>animaux</mark> et les <mark>hommes</mark> (1),1.19,52873,ok
DLR5L15N45726,DLR5L15N45726,4152,2021-11-16,l'ensemble de la proposition de loi visant à consolider notre modèle de sécurité civile et valoriser le volontariat des sapeurs pompiers et les sapeurs pompiers professionnels (texte de la commission mixte paritaire).,JORFTEXT000044367862,<mark>LOI</mark> n° 2021-1520 du 25 novembre 2021 <mark>visant</mark> à <mark>consolider</mark> notre <mark>modèle</mark> de <mark>sécurité</mark> <mark>civile</mark> et <mark>valoriser</mark> le <mark>volontariat</mark> des <mark>sapeurs</mark>-<mark>pompiers</mark> et les <mark>sapeurs</mark>-<mark>pompiers</mark> <mark>professionnels</mark> (1),1.19,111727,ok
DLR5L15N43745,DLR5L15N43745,4178,2021-11-25,l'ensemble de la proposition de loi visant à moderniser la lutte contre la contrefaçon (première lecture).,,,0.00,0,low_score_or_no_match
DLR5L15N43746,DLR5L15N43746,4182,2021-11-25,l'ensemble de la proposition de loi visant à faire évoluer la formation de sage-femme (première lecture).,JORFTEXT000047055162,<mark>LOI</mark> n° 2023-29 du 25 janvier 2023 <mark>visant</mark> à <mark>faire</mark> <mark>évoluer</mark> la <mark>formation</mark> de <mark>sage</mark>-<mark>femme</mark> (1),1.05,5212,ok
DLR5L15N44065,DLR5L15N44065,4211,2021-12-01,l'ensemble de la proposition de loi visant à combattre le harcèlement scolaire (première lecture).,JORFTEXT000045287658,<mark>LOI</mark> n° 2022-299 du 2 mars 2022 <mark>visant</mark> à <mark>combattre</mark> le <mark>harcèlement</mark> <mark>scolaire</mark> (1),1.15,12371,ok
DLR5L15N38252,DLR5L15N38252,4243,2021-12-13,l'ensemble de la proposition de loi créant la fonction de directrice ou de directeur d'école (texte de la commission mixte paritaire).,JORFTEXT000044537507,<mark>LOI</mark> n° 2021-1716 du 21 décembre 2021 <mark>créant</mark> la <mark>fonction</mark> de <mark>directrice</mark> ou de <mark>directeur</mark> <mark>d'école</mark> (1),1.20,6105,ok
DLR5L15N38288,DLR5L15N38288,4244,2021-12-13,l'ensemble de la proposition de loi visant à accélérer l'égalité économique et professionnelle (texte de la commission mixte paritaire).,JORFTEXT000044559192,<mark>LOI</mark> n° 2021-1774 du 24 décembre 2021 <mark>visant</mark> à <mark>accélérer</mark> <mark>l'égalité</mark> <mark>économique</mark> et <mark>professionnelle</mark> (1),1.19,23451,ok
DLR5L15N44107,DLR5L15N44107,4298,2022-01-13,l'ensemble de la proposition de loi visant à réhabiliter les militaires « fusillés pour l'exemple » durant la Première Guerre mondiale (première lecture).,,,0.00,0,low_score_or_no_match
DLR5L15N44352,DLR5L15N44352,4325,2022-01-18,l'ensemble de la proposition de loi relative à l'adoption (nouvelle lecture).,JORFTEXT000000221699,<mark>LOI</mark> no 2001-111 du 6 février 2001  <mark>relative</mark> à <mark>l'adoption</mark> internationale (1),1.00,3780,ok
DLR5L15N44426,DLR5L15N44426,4342,2022-01-20,l'ensemble de la proposition de loi visant à lutter contre la précarité des accompagnants d'élèves en situation de handicap et des assistants d'éducation (première lecture).,JORFTEXT000046751169,<mark>LOI</mark> n° 2022-1574 du 16 décembre 2022 <mark>visant</mark> à <mark>lutter</mark> <mark>contre</mark> la <mark>précarité</mark> des <mark>accompagnants</mark> <mark>d'élèves</mark> en <mark>situation</mark> de <mark>handicap</mark> et des <mark>assistants</mark> <mark>d'éducation</mark> (1),1.02,1446,ok
DLR5L15N42927,DLR5L15N42927,4353,2022-01-27,l'ensemble du projet de loi autorisant la ratification de la convention du Conseil de l'Europe contre le trafic d'organes humains (première lecture).,JORFTEXT000046081087,<mark>LOI</mark> n° 2022-1032 du 22 juillet 2022 <mark>autorisant</mark> la <mark>ratification</mark> de la <mark>convention</mark> du <mark>Conseil</mark> de <mark>l'Europe</mark> <mark>contre</mark> le <mark>trafic</mark> <mark>d'organes</mark> <mark>humains</mark> (1),1.10,583,ok
DLR5L15N42835,DLR5L15N42835,4356,2022-01-27,l'ensemble du projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de l'État du Qatar relatif au statut de leurs forces (première lecture).,JORFTEXT000046113130,<mark>LOI</mark> n° 2022-1053 du 29 juillet 2022 <mark>autorisant</mark> <mark>l'approbation</mark> de <mark>l'accord</mark> <mark>entre</mark> le <mark>Gouvernement</mark> de la <mark>République</mark> <mark>française</mark> et le <mark>Gouvernement</mark> de <mark>l'Etat</mark> du <mark>Qatar</mark> <mark>relatif</mark> au <mark>statut</mark> de leurs <mark>forces</mark> (1),1.10,650,ok
DLR5L15N44511,DLR5L15N44511,4362,2022-02-03,l'ensemble de la proposition de loi relative à l'interdiction progressive des additifs nitrés dans les produits de charcuterie (première lecture).,JORFTEXT000000261609,,0.12,0,low_score_or_no_match
DLR5L15N44665,DLR5L15N44665,4408,2022-02-16,l'ensemble de la proposition de loi portant diverses dispositions d'adaptation au droit de l'Union européenne en matière de prévention de la diffusion de contenus à caractère terroriste en ligne (première lecture).,JORFTEXT000046186784,<mark>LOI</mark> n° 2022-1159 du 16 août 2022 <mark>portant</mark> <mark>diverses</mark> <mark>dispositions</mark> <mark>d'adaptation</mark> au <mark>droit</mark> de <mark>l'Union</mark> <mark>européenne</mark> en <mark>matière</mark> de <mark>prévention</mark> de la <mark>diffusion</mark> de <mark>contenus</mark> à <mark>caractère</mark> <mark>terroriste</mark> en <mark>ligne</mark> (1),1.10,10811,ok
DLR5L15N38084,DLR5L15N38084,4410,2022-02-21,l'ensemble de la proposition de loi relative au choix du nom issu de la filiation (nouvelle lecture).,JORFTEXT000045287682,<mark>LOI</mark> n° 2022-301 du 2 mars 2022 <mark>relative</mark> au <mark>choix</mark> du <mark>nom</mark> <mark>issu</mark> de la <mark>filiation</mark> (1),1.19,3251,ok
DLR5L15N40634,DLR5L15N40634,4412,2022-02-22,l'ensemble de la proposition de loi visant à renforcer le contrôle parental sur les moyens d'accès à internet (texte de la commission mixte paritaire).,JORFTEXT000045287677,<mark>LOI</mark> n° 2022-300 du 2 mars 2022 <mark>visant</mark> à <mark>renforcer</mark> le <mark>contrôle</mark> <mark>parental</mark> sur les <mark>moyens</mark> <mark>d'accès</mark> à <mark>internet</mark> (1),1.20,6687,ok
