scrutin_id,fecha,fecha_iso,sort,amendement_num,sous_amendement_num,es_sous_amendement,es_suppression,es_redaction_globale,es_identiques,demandeur,article_ref,ley_tipo,ley_titulo_corto,dossier_ref,titulo_scrutin
10,2017-07-11,2017-07-11,rejeté,446,,0,0,0,0,M. Vallaud,premier,projet de loi,d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social,,l'amendement n° 446 de M. Vallaud à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).
100,2017-07-28,2017-07-28,rejeté,223,,0,0,0,0,M. Aviragnet,5,projet de loi,pour la confiance dans la vie publique,,l'amendement n° 223 de M. Aviragnet à l'article 5 du projet de loi organique pour la confiance dans la vie publique (première lecture).
1000,2018-07-04,2018-07-04,rejeté,11,,0,0,0,0,M. Bernalicis,unique,proposition de loi,renforçant la lutte contre les rodéos motorisés,,l'amendement n° 11 de M. Bernalicis à l'article unique de la proposition de loi renforçant la lutte contre les rodéos motorisés (première lecture).
1001,2018-07-04,2018-07-04,rejeté,2,,0,0,0,0,M. Pauget,unique,proposition de loi,renforçant la lutte contre les rodéos motorisés,,l'amendement n° 2 de M. Pauget à l'article unique de la proposition de loi renforçant la lutte contre les rodéos motorisés (première lecture).
1007,2018-07-05,2018-07-05,rejeté,68,,0,0,0,1,Mme Battistel et les amendements identiques suivants,premier,proposition de loi,relative à la mise en oeuvre du transfert de compétences eau et assainissement aux communautés de communes et aux communautés d'agglomération,,l'amendement n° 68 de Mme Battistel et les amendements identiques suivants à l'article premier de la proposition de loi relative à la mise en oeuvre du transfert de compétences eau et assainissement aux communautés de communes et aux communautés d'agglomération (nouvelle lecture).
101,2017-07-28,2017-07-28,rejeté,259,,0,0,0,1,,,projet de loi,pour la confiance dans la vie publique,,l'amendement n° 259 de Mme Untermaier et les amendements identiques suivants après l'article 8 ter du projet de loi organique pour la confiance dans la vie publique (première lecture).
1010,2018-07-11,2018-07-11,rejeté,1246,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1246 de M. Mélenchon avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1011,2018-07-11,2018-07-11,rejeté,1248,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1248 de M. Mélenchon avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1012,2018-07-11,2018-07-11,rejeté,907,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 907 de M. Pajot et l'amendement identique suivant avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1013,2018-07-11,2018-07-11,rejeté,1402,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1402 de Mme Untermaier et les amendements identiques suivants avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1014,2018-07-11,2018-07-11,rejeté,1110,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1110 de M. Lachaud avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1015,2018-07-11,2018-07-11,rejeté,2343,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 2343 de M. Dharréville avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1016,2018-07-11,2018-07-11,rejeté,1529,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1529 de M. Latombe avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1017,2018-07-11,2018-07-11,rejeté,2376,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 2376 de M. Serville avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1018,2018-07-11,2018-07-11,rejeté,1115,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1115 de M. Mélenchon avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1019,2018-07-11,2018-07-11,rejeté,1116,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1116 de M. Mélenchon avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
102,2017-07-28,2017-07-28,rejeté,377,,0,0,0,0,,,projet de loi,pour la confiance dans la vie publique,,l'amendement n° 377 de M. Philippe Vigier après l'article 19 du projet de loi organique pour la confiance dans la vie publique (première lecture).
1020,2018-07-11,2018-07-11,rejeté,1209,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1209 de M. Lachaud avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1021,2018-07-11,2018-07-11,rejeté,2344,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 2344 de M. Jumel avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1022,2018-07-11,2018-07-11,rejeté,1837,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1837 de M. Lachaud avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1023,2018-07-11,2018-07-11,rejeté,1097,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1097 de Mme Obono avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1024,2018-07-11,2018-07-11,rejeté,21,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 21 de M. Le Fur et les amendements identiques suivants avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1025,2018-07-11,2018-07-11,rejeté,260,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 260 de M. Viala et l'amendement identique suivant avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1026,2018-07-11,2018-07-11,rejeté,1106,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1106 de M. Ratenon avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1027,2018-07-12,2018-07-12,rejeté,1404,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1404 de Mme Untermaier et l'amendement identique suivant avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1028,2018-07-12,2018-07-12,rejeté,2306,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 2306 de M. Jumel et l'amendement identique suivant avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1029,2018-07-12,2018-07-12,rejeté,2216,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 2216 de M. Coquerel avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1030,2018-07-12,2018-07-12,rejeté,1269,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1269 de M. Mélenchon avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1031,2018-07-12,2018-07-12,rejeté,2199,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 2199 de Mme Obono avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1032,2018-07-12,2018-07-12,adopté,199,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 199 de M. Lagarde avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1033,2018-07-12,2018-07-12,rejeté,2209,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 2209 de Mme Autain et les amendements identiques suivants avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1034,2018-07-12,2018-07-12,rejeté,141,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 141 de M. Descoeur et les amendements identiques suivants avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1035,2018-07-12,2018-07-12,adopté,2165,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 2165 de M. Balanant et l'amendement identique suivant avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1036,2018-07-13,2018-07-13,rejeté,1812,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1812 de M. Potier et l'amendement identique suivant avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1037,2018-07-13,2018-07-13,adopté,328,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 328 de la commission des lois et l'amendement identique suivant avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1038,2018-07-13,2018-07-13,rejeté,1412,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1412 de Mme Untermaier et l'amendement identique suivant avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1039,2018-07-13,2018-07-13,rejeté,1411,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1411 de Mme Untermaier et l'amendement identique suivant avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1040,2018-07-13,2018-07-13,rejeté,2231,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 2231 de M. Jumel et l'amendement identique suivant avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1041,2018-07-16,2018-07-16,rejeté,1424,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1424 de Mme Untermaier avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1042,2018-07-16,2018-07-16,rejeté,2236,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 2236 de M. Chassaigne avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1043,2018-07-16,2018-07-16,rejeté,1425,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1425 de Mme Untermaier avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1044,2018-07-16,2018-07-16,rejeté,2247,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 2247 de M. Jumel avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1045,2018-07-16,2018-07-16,rejeté,1296,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1296 de Mme Faucillon avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1046,2018-07-16,2018-07-16,rejeté,2238,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 2238 de M. Chassaigne avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1047,2018-07-16,2018-07-16,rejeté,369,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 369 de M. Masson et les amendements identiques suivants avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1048,2018-07-16,2018-07-16,rejeté,876,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 876 de M. El Guerrab et l'amendement identique suivant avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1049,2018-07-16,2018-07-16,adopté,221,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 221 de M. Lagarde et les amendements identiques suivants avant l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1050,2018-07-17,2018-07-17,rejeté,2066,,0,0,0,1,M. Marleix et l'amendement identique suivant,premier,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 2066 de M. Marleix et l'amendement identique suivant à l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1051,2018-07-17,2018-07-17,rejeté,752,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 752 de M. Hetzel après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1052,2018-07-17,2018-07-17,rejeté,1431,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1431 de Mme Untermaier après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1053,2018-07-17,2018-07-17,rejeté,2057,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 2057 de M. Marleix après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1054,2018-07-17,2018-07-17,rejeté,1134,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1134 de M. Coquerel et les amendements identiques suivants après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1055,2018-07-17,2018-07-17,rejeté,145,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 145 de M. Leclerc et l'amendement identique suivant après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1056,2018-07-17,2018-07-17,rejeté,146,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 146 de M. Leclerc et l'amendement identique suivant après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1057,2018-07-17,2018-07-17,rejeté,2,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 2 rectifié de M. Le Fur et les amendements identiques suivants après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1058,2018-07-17,2018-07-17,rejeté,90,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 90 de M. Boucard et l'amendement identique suivant après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1059,2018-07-17,2018-07-17,rejeté,726,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 726 de M. Gosselin après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1060,2018-07-17,2018-07-17,rejeté,1220,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1220 de M. Pierre-Henri Dumont après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1061,2018-07-17,2018-07-17,rejeté,224,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 224 de Mme Kuster et l'amendement identique suivant après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1062,2018-07-17,2018-07-17,rejeté,151,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 151 de M. Leclerc et l'amendement identique suivant après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1063,2018-07-17,2018-07-17,rejeté,1190,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1190 de M. Ruffin après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1064,2018-07-17,2018-07-17,rejeté,1522,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1522 de Mme Genevard et les amendements identiques suivants après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1065,2018-07-18,2018-07-18,rejeté,1843,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1843 de M. Gomès après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1066,2018-07-18,2018-07-18,rejeté,427,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 427 de M. Descoeur et les amendements identiques suivants après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1067,2018-07-18,2018-07-18,rejeté,854,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 854 de M. Vigier et les amendements identiques suivants après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1068,2018-07-18,2018-07-18,rejeté,856,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 856 de M. Vigier et les amendements identiques suivants après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1069,2018-07-18,2018-07-18,rejeté,2417,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 2417 (rect.) de Mme Sage après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1070,2018-07-18,2018-07-18,rejeté,1201,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1201 de M. Mélenchon après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1071,2018-07-18,2018-07-18,rejeté,1123,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1123 de M. El Guerrab et l'amendement identique suivant après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1072,2018-07-18,2018-07-18,rejeté,1392,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1392 de Mme Untermaier après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1073,2018-07-18,2018-07-18,rejeté,1433,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1433 de Mme Untermaier après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1074,2018-07-18,2018-07-18,rejeté,1208,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1208 de M. Ruffin après l'article premier du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1075,2018-07-19,2018-07-19,rejeté,2285,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 2285 de M. Chassaigne après l'article 2 du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1076,2018-07-19,2018-07-19,rejeté,210,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 210 de M. Charles de Courson et l'amendement identique suivant après l'article 2 du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1077,2018-07-19,2018-07-19,adopté,773,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 773 (rect.) de Mme Bello après l'article 2 du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1078,2018-07-19,2018-07-19,rejeté,1818,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1818 de M. Potier après l'article 2 du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1079,2018-07-19,2018-07-19,rejeté,1815,,0,0,0,0,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1815 de M. Potier après l'article 2 du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
108,2017-08-03,2017-08-03,rejeté,24,,0,0,0,0,Mme Obono,2,projet de loi,pour la confiance dans la vie politique,,l'amendement n° 24 de Mme Obono à l'article 2 du projet de loi organique pour la confiance dans la vie politique (nouvelle lecture).
1080,2018-07-19,2018-07-19,rejeté,1816,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1816 de M. Potier et l'amendement identique suivant après l'article 2 du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1081,2018-07-19,2018-07-19,rejeté,1817,,0,0,0,1,,,projet de loi,"constitutionnelle pour une démocratie plus représentative, responsable et efficace",,"l'amendement n° 1817 de M. Potier et l'amendement identique suivant après l'article 2 du projet de loi constitutionnelle pour une démocratie plus représentative, responsable et efficace (première lecture)."
1084,2018-07-23,2018-07-23,rejeté,155,,0,0,0,1,M. Vallaud et l'amendement identique suivant,premier,projet de loi,pour la liberté de choisir son avenir professionnel,,l'amendement n° 155 de M. Vallaud et l'amendement identique suivant à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (nouvelle lecture).
1085,2018-07-23,2018-07-23,rejeté,35,,0,0,0,1,M. Dharréville et l'amendement identique suivant,premier,projet de loi,pour la liberté de choisir son avenir professionnel,,l'amendement n° 35 de M. Dharréville et l'amendement identique suivant à l'article premier du projet de loi pour la liberté de choisir son avenir professionnel (nouvelle lecture).
1088,2018-07-23,2018-07-23,adopté,15,,0,0,0,1,M. Maillard et les amendements identiques suivants,5,projet de loi,pour la liberté de choisir son avenir professionnel,,l'amendement n° 15 de M. Maillard et les amendements identiques suivants à l'article 5 du projet de loi pour la liberté de choisir son avenir professionnel (nouvelle lecture).
1089,2018-07-25,2018-07-25,rejeté,287,,0,0,0,0,Mme de Vaucouleurs,34,projet de loi,pour la liberté de choisir son avenir professionnel,,l'amendement n° 287 de Mme de Vaucouleurs à l'article 34 du projet de loi pour la liberté de choisir son avenir professionnel (nouvelle lecture).
109,2017-08-03,2017-08-03,rejeté,69,,0,0,0,0,M. Le Fur,2,projet de loi,pour la confiance dans la vie politique,,l'amendement n° 69 de M. Le Fur à l'article 2 du projet de loi organique pour la confiance dans la vie politique (nouvelle lecture).
1090,2018-07-25,2018-07-25,rejeté,191,,0,0,0,0,M. Vallaud,40 A,projet de loi,pour la liberté de choisir son avenir professionnel,,l'amendement n° 191 de M. Vallaud à l'article 40 A du projet de loi pour la liberté de choisir son avenir professionnel (nouvelle lecture).
1091,2018-07-25,2018-07-25,rejeté,445,,0,0,0,0,M. Lurton,40,projet de loi,pour la liberté de choisir son avenir professionnel,,l'amendement n° 445 de M. Lurton à l'article 40 du projet de loi pour la liberté de choisir son avenir professionnel (nouvelle lecture).
1095,2018-07-26,2018-07-26,rejeté,168,,0,1,0,1,Mme Obono et les amendements identiques suivants,9 ter,projet de loi,"pour une immigration maîtrisée, un droit d'asile effectif et une intégration réussie",,"l'amendement de suppression n° 168 de Mme Obono et les amendements identiques suivants à l'article 9 ter du projet de loi pour une immigration maîtrisée, un droit d'asile effectif et une intégration réussie (nouvelle lecture)."
1097,2018-07-26,2018-07-26,rejeté,193,,0,0,0,1,M. Pauget et les amendements identiques suivants,10 AB,projet de loi,"pour une immigration maîtrisée, un droit d'asile effectif et une intégration réussie",,"l'amendement n° 193 de M. Pauget et les amendements identiques suivants à l'article 10 AB du projet de loi pour une immigration maîtrisée, un droit d'asile effectif et une intégration réussie (nouvelle lecture)."
1098,2018-07-26,2018-07-26,rejeté,253,,0,1,0,0,M. Peu,10,projet de loi,"pour une immigration maîtrisée, un droit d'asile effectif et une intégration réussie",,"l'amendement de suppression n° 253 de M. Peu à l'article 10 du projet de loi pour une immigration maîtrisée, un droit d'asile effectif et une intégration réussie (nouvelle lecture)."
1099,2018-07-26,2018-07-26,rejeté,226,,0,0,0,1,Mme Faucillon et l'amendement identique suivant,15 ter,projet de loi,"pour une immigration maîtrisée, un droit d'asile effectif et une intégration réussie",,"l'amendement n° 226 de Mme Faucillon et l'amendement identique suivant à l'article 15 ter du projet de loi pour une immigration maîtrisée, un droit d'asile effectif et une intégration réussie (nouvelle lecture)."
11,2017-07-11,2017-07-11,rejeté,118,,0,0,0,1,M. Quatennens et les amendements identiques suivants,premier,projet de loi,d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social,,l'amendement n° 118 de M. Quatennens et les amendements identiques suivants à l'article premier du projet de loi d'habilitation à prendre par ordonnances les mesures pour le renforcement du dialogue social (première lecture).
110,2017-08-03,2017-08-03,rejeté,25,,0,0,0,0,M. Bernalicis,5,projet de loi,pour la confiance dans la vie politique,,l'amendement n° 25 de M. Bernalicis à l'article 5 du projet de loi organique pour la confiance dans la vie politique (nouvelle lecture).
1100,2018-07-26,2018-07-26,rejeté,257,,0,0,0,0,Mme Faucillon,15 ter,projet de loi,"pour une immigration maîtrisée, un droit d'asile effectif et une intégration réussie",,"l'amendement n° 257 de Mme Faucillon à l'article 15 ter du projet de loi pour une immigration maîtrisée, un droit d'asile effectif et une intégration réussie (nouvelle lecture)."
1101,2018-07-26,2018-07-26,rejeté,351,,0,0,0,0,Mme Karamanli,15 ter,projet de loi,"pour une immigration maîtrisée, un droit d'asile effectif et une intégration réussie",,"l'amendement n° 351 de Mme Karamanli à l'article 15 ter du projet de loi pour une immigration maîtrisée, un droit d'asile effectif et une intégration réussie (nouvelle lecture)."
