scrutin_id,titulo_scrutin,fecha,dossier_uid,dossier_titre,match_score,code_loi,titre_loi_promulgation,nor_jo,url_legifrance,nor_jo_rectificatif,url_legifrance_rectificatif,texto_oficial
2459,l'ensemble de la proposition de loi relative à la protection patrimoniale des langues régionales et à leur promotion (première lecture).,2020-02-13,DLR5L15N40710,Proposition de loi relative à la protection fonctionnelle des conseillers régionaux et départementaux,0.720,,,,,,,
2732,l'ensemble du projet de loi organique relatif au système universel de retraite (première lecture).,2020-03-05,DLR5L15N40949,Projet de loi organique relatif aux délais d’organisation des élections législatives et sénatoriales,0.589,2020-1669,relative aux d\u00e9lais d\u2019organisation des \u00e9lections l\u00e9gislatives et s\u00e9natoriales partielles,INTA2030919L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=INTA2030919L,,,
2733,l'ensemble du projet de loi de finances rectificative pour 2020 (première lecture).,2020-03-19,DLR5L15N44111,Projet de loi de finances rectificative pour 2021,0.980,2021-1549,de finances rectificative pour 2021,ECOX2131239L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOX2131239L,,,
2734,l'ensemble du projet de loi d'urgence pour faire face à l'épidémie de covid-19 (première lecture),2020-03-21,DLR5L15N39205,Loi d'urgence pour faire face à l'épidémie de covid-19,0.915,2020-290,d\u2019urgence pour faire face \u00e0 l\u2019\u00e9pid\u00e9mie de covid-19,PRMX2007883L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRMX2007883L,,,
2735,l'ensemble du projet de loi organique d'urgence pour faire face à l'épidémie de covid-19 (première lecture).,2020-03-21,DLR5L15N39206,Loi organique d'urgence pour faire face à l'épidémie de covid-19,0.928,2020-365,d\u2019urgence pour faire face \u00e0 l\u2019\u00e9pid\u00e9mie de covid-19,JUSX2007921L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=JUSX2007921L,,,
2736,l'ensemble du projet de loi d'urgence pour faire face à l'épidémie de covid-19 (texte de la commission mixte paritaire).,2020-03-22,DLR5L15N39205,Loi d'urgence pour faire face à l'épidémie de covid-19,0.820,2020-290,d\u2019urgence pour faire face \u00e0 l\u2019\u00e9pid\u00e9mie de covid-19,PRMX2007883L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRMX2007883L,,,
2737,l'ensemble du projet de loi de finances rectificative pour 2020 (2) (première lecture).,2020-04-17,DLR5L15N44111,Projet de loi de finances rectificative pour 2021,0.960,2021-1549,de finances rectificative pour 2021,ECOX2131239L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOX2131239L,,,
2738,l'ensemble du projet de loi de finances rectificative pour 2020 (2) (texte de la commission mixte paritaire).,2020-04-23,DLR5L15N44111,Projet de loi de finances rectificative pour 2021,0.691,2021-1549,de finances rectificative pour 2021,ECOX2131239L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOX2131239L,,,
2740,l'ensemble du projet de loi prorogeant l'état d'urgence sanitaire et complétant ses dispositions (première lecture).,2020-05-08,DLR5L15N43326,Projet de loi autorisant la prorogation de l’état d’urgence sanitaire dans les outre-mer,0.655,2021-1172,autorisant la prorogation de l\u2019\u00e9tat d\u2019urgence sanitaire dans les outre-mer,PRMX2125288L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRMX2125288L,,,
2741,l'ensemble du projet de loi prorogeant l'état d'urgence sanitaire et complétant ses dispositions (texte de la commission mixte paritaire).,2020-05-09,DLR5L15N44625,Projet de loi renforçant les outils de gestion de la crise sanitaire et modifiant le code de la santé publique,0.606,2022-46,renfor\u00e7ant les outils de gestion de la crise sanitaire et modifiant le code de la sant\u00e9 publique,PRMX2138186L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRMX2138186L,,,
2742,l'ensemble de la proposition de loi visant à lutter contre les contenus haineux sur internet (lecture définitive).,2020-05-13,DLR5L15N42607,Proposition de loi visant à lutter contre les déserts médicaux,0.759,,,,,,,
2743,"l'ensemble du projet de loi relatif à diverses dispositions liées à la crise sanitaire, à d'autres mesures urgentes ainsi qu'au retrait du Royaume-Uni de l'Union européenne (première lecture)",2020-05-15,DLR5L15N36910,Mesures de préparation au retrait du Royaume-Uni de l'Union européenne,0.520,2019-30,habilitant le Gouvernement \u00e0 prendre par ordonnances les mesures de pr\u00e9paration au retrait du Royaume-Uni de l'Union europ\u00e9enne,EAEX1825542L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=EAEX1825542L,,,
2745,l'ensemble de la proposition de loi visant à améliorer les droits des travailleurs et l'accompagnement des familles après le décès d'un enfant (deuxième lecture).,2020-05-26,DLR5L15N36748,Accompagnement des familles après le décès d'un enfant,0.820,2020-692,visant \u00e0 am\u00e9liorer les droits des travailleurs et l\u2019accompagnement des familles apr\u00e8s le d\u00e9c\u00e8s d\u2019un enfant,MTRX2003331L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MTRX2003331L,,,
2747,l'ensemble de la proposition de loi relative à la transparence de l'information sur les produits agricoles et alimentaires (deuxième lecture).,2020-05-27,DLR5L15N43049,Mise en application de la loi n° 2020-699 du 10 juin 2020 relative à la transparence de l’information sur les produits agricoles et alimentaires,0.810,,,,,,,
2748,"l'ensemble du projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la République de l'Inde relatif à la prévention de la consommation illicite et à la réduction du trafic illicite de stupéfiants, de substances psychotropes et de précurseurs chimiques, et des délits connexes (première lecture).",2020-06-02,DLR5L15N42488,Approbation de l’accord entre le Gouvernement de la République française et le Gouvernement de la République de Maurice relatif à la coopération en matière de défense et au statut des forces,0.609,2022-215,autorisant l\u2019approbation de l\u2019accord entre le Gouvernement de la R\u00e9publique fran\u00e7aise et le Gouvernement de la R\u00e9publique de Maurice relatif \u00e0 la coop\u00e9ration en mati\u00e8re de d\u00e9fense et au statut des forces,EAEJ2106103L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=EAEJ2106103L,,,
2749,l'ensemble de la proposition de loi permettant le don de congés payés sous forme de chèques-vacances aux membres du secteur médico-social en reconnaissance de leur action durant l'épidémie de covid-19 (première lecture).,2020-06-02,DLR5L15N40689,Proposition de loi reportant la date de transfert de compétences entre les collectivités territoriales et leurs groupements à la suite de l'épidémie de Covid-19,0.542,,,,,,,
2750,"l'ensemble du projet de loi relatif à diverses dispositions liées à la crise sanitaire, à d'autres mesures urgentes ainsi qu'au retrait du Royaume-Uni de l'Union européenne (texte de la commission mixte paritaire).",2020-06-03,DLR5L15N42238,"Projet de loi portant diverses dispositions d’adaptation au droit de l’Union européenne dans le domaine des transports, de l’environnement, de l’économie et des finances",0.507,2021-1308,"portant diverses dispositions d\u2019adaptation au droit de l\u2019Union europ\u00e9enne dans le domaine des transports, de l\u2019environnement, de l\u2019\u00e9conomie et des finances",TREK2107676L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=TREK2107676L,,,
2753,"l'ensemble du projet de loi portant annulation du second tour du renouvellement général des conseillers municipaux et communautaires, des conseillers de Paris, et des conseillers de la métropole de Lyon de 2020, organisation d'un nouveau scrutin dans les communes concernées, fonctionnement transitoire des établissements publics de coopération intercommunale et report des élections consulaires (première lecture).",2020-06-08,DLR5L15N41210,"Projet de loi portant report du renouvellement général des conseils départementaux, des conseils régionaux et des assemblées de Corse, de Guyane et de Martinique",0.440,2021-191,"LOI n\u00b0 2021-191 du 22 f\u00e9vrier 2021 portant report, de mars \u00e0 juin 2021, du renouvellement g\u00e9n\u00e9ral des conseils d\u00e9partementaux, des conseils r\u00e9gionaux et des assembl\u00e9es de Corse, de Guyane et de Martinique",INTA2033145L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=INTA2033145L,,,
2754,l'ensemble du projet de loi de règlement du budget et d'approbation des comptes de l'année 2019 (première lecture).,2020-06-10,DLR5L15N36450,Principe de subsidiarité de la proposition de règlement sur l’évaluation des technologies de la santé,0.564,,,,,,,
2755,l'ensemble du projet de loi organique relatif à la dette sociale et à l'autonomie (première lecture).,2020-06-15,DLR5L15N40949,Projet de loi organique relatif aux délais d’organisation des élections législatives et sénatoriales,0.554,2020-1669,relative aux d\u00e9lais d\u2019organisation des \u00e9lections l\u00e9gislatives et s\u00e9natoriales partielles,INTA2030919L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=INTA2030919L,,,
2756,l'ensemble du projet de loi relatif à la dette sociale et à l'autonomie (première lecture).,2020-06-15,DLR5L15N39813,Dette sociale et autonomie,0.627,2020-992,relative \u00e0 la dette sociale et \u00e0 l\u2019autonomie,SSAX2011921L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=SSAX2011921L,,,
2757,l'ensemble du projet de loi tendant à sécuriser l'organisation du second tour des élections municipales et communautaires de juin 2020 et à reporter les élections consulaires (texte de la commission mixte paritaire).,2020-06-16,DLR5L15N40950,Projet de loi relatif aux délais d’organisation des élections municipales partielles et des élections des membres des commissions syndicales,0.604,2020-1670,relative aux d\u00e9lais d\u2019organisation des \u00e9lections municipales partielles et des \u00e9lections des membres des commissions syndicales,INTA2030870L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=INTA2030870L,,,
2758,l'ensemble du projet de loi organisant la sortie de l'état d'urgence sanitaire (première lecture).,2020-06-17,DLR5L15N43326,Projet de loi autorisant la prorogation de l’état d’urgence sanitaire dans les outre-mer,0.760,2021-1172,autorisant la prorogation de l\u2019\u00e9tat d\u2019urgence sanitaire dans les outre-mer,PRMX2125288L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRMX2125288L,,,
2759,l'ensemble de la proposition de loi visant à assurer la revalorisation des pensions de retraite agricoles en France continentale et dans les outre-mer (deuxième lecture).,2020-06-18,DLR5L15N36726,Outre-mer,0.820,,,,,,,
2765,l'ensemble de la proposition de loi créant la fonction de directrice ou de directeur d'école (première lecture).,2020-06-24,DLR5L15N39648,Fonction de directrice ou directeur d’école,0.718,2021-1716,cr\u00e9ant la fonction de directrice ou de directeur d\u2019\u00e9cole,MENX2021192L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MENX2021192L,,,
2769,l'ensemble de la proposition de loi pour une éthique de l'urgence (première lecture).,2020-06-25,DLR5L15N38251,Proposition de loi pour une philanthropie à la française,0.769,,,,,,,
2770,l'ensemble de la proposition de loi pour une éthique de l'urgence (première lecture).,2020-06-25,DLR5L15N38251,Proposition de loi pour une philanthropie à la française,0.769,,,,,,,
2799,l'ensemble du projet de loi organisant la sortie de l'état d'urgence sanitaire (lecture définitive).,2020-07-02,DLR5L15N43326,Projet de loi autorisant la prorogation de l’état d’urgence sanitaire dans les outre-mer,0.760,2021-1172,autorisant la prorogation de l\u2019\u00e9tat d\u2019urgence sanitaire dans les outre-mer,PRMX2125288L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRMX2125288L,,,
2815,l'ensemble de la proposition de loi visant à encadrer le démarchage téléphonique et à lutter contre les appels frauduleux (texte de la commission mixte paritaire).,2020-07-15,DLR5L15N42037,Proposition de loi visant à améliorer l'efficacité de la lutte contre les dépôts illégaux de déchets,0.601,,,,,,,
2816,l'ensemble du projet de loi organique relatif à la dette sociale et à l'autonomie (lecture définitive).,2020-07-23,DLR5L15N40949,Projet de loi organique relatif aux délais d’organisation des élections législatives et sénatoriales,0.554,2020-1669,relative aux d\u00e9lais d\u2019organisation des \u00e9lections l\u00e9gislatives et s\u00e9natoriales partielles,INTA2030919L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=INTA2030919L,,,
2817,l'ensemble du projet de loi de finances rectificative pour 2020 (texte de la commission mixte paritaire).,2020-07-23,DLR5L15N44111,Projet de loi de finances rectificative pour 2021,0.701,2021-1549,de finances rectificative pour 2021,ECOX2131239L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOX2131239L,,,
2856,l'ensemble du projet de loi relatif à la bioéthique (deuxième lecture).,2020-07-31,DLR5L15N37672,Bioéthique,0.820,2021-1017,LOI n\u00b0 2021-1017 du 2 ao\u00fbt 2021 relative \u00e0 la bio\u00e9thique,SSAX1917211L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=SSAX1917211L,,,
2865,l'ensemble de la proposition de loi relative au renforcement de l'inclusion dans l'emploi par l'activité économique et à l'expérimentation « territoire zéro chômeur de longue durée » (première lecture).,2020-09-16,DLR5L15N43090,Proposition de loi relative à une meilleure information dans la lutte contre les feux de forêt,0.580,,,,,,,
2866,"l'ensemble du projet de loi organique relatif au Conseil économique, social et environnemental (première lecture).",2020-09-17,DLR5L15N40949,Projet de loi organique relatif aux délais d’organisation des élections législatives et sénatoriales,0.596,2020-1669,relative aux d\u00e9lais d\u2019organisation des \u00e9lections l\u00e9gislatives et s\u00e9natoriales partielles,INTA2030919L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=INTA2030919L,,,
2881,l'ensemble du projet de loi de programmation de la recherche pour les années 2021 à 2030 et portant diverses dispositions relatives à la recherche et à l'enseignement supérieur (première lecture).,2020-09-23,DLR5L15N45705,Projet de loi ratifiant l’ordonnance n° 2022-543 du 13 avril 2022 portant adaptation des dispositions relatives  à l'activité réduite pour le maintien en emploi,0.552,,,,,,,
2915,l'ensemble du projet de loi prorogeant le régime transitoire institué à la sortie de l'état d'urgence sanitaire (première lecture).,2020-10-01,DLR5L15N40525,Prorogation du régime transitoire institué à la sortie de l’état d’urgence sanitaire,0.860,,,,,,,
2940,l'ensemble du projet de loi relatif aux conditions de mise sur le marché de certains produits phytopharmaceutiques en cas de danger sanitaire pour les betteraves sucrières (première lecture).,2020-10-06,DLR5L15N42947,Application de la loi n° 2020-1578 du 14 décembre 2020 relative aux conditions de mise sur le marché de certains produits phytopharmaceutiques en cas de danger sanitaire pour les betteraves sucrières,0.856,,,,,,,
2941,l'ensemble du projet de loi d'accélération et de simplification de l'action publique (première lecture).,2020-10-06,DLR5L15N38690,Accélération et simplification de l’action publique,0.833,2020-1525,Loi d\u2019acc\u00e9l\u00e9ration et de simplification de l\u2019action publique,ECOX1935404L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOX1935404L,,,
2942,l'ensemble de la proposition de loi visant à encadrer l'exploitation commerciale de l'image d'enfants de moins de seize ans sur les plateformes en ligne (deuxième lecture).,2020-10-06,DLR5L15N38385,Exploitation de l'image d'enfants sur les plateformes en ligne,0.629,2020-1266,visant \u00e0 encadrer l\u2019exploitation commerciale de l\u2019image d\u2019enfants de moins de seize ans sur les plateformes en ligne,MICX2012545L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MICX2012545L,,,
2943,l'ensemble du projet de loi relatif à la restitution de biens culturels à la République du Bénin et à la République du Sénégal (première lecture).,2020-10-06,DLR5L15N40129,Restitution de biens culturels au Bénin et au Sénégal,0.642,2020-1673,relative \u00e0 la restitution de biens culturels \u00e0 la R\u00e9publique du B\u00e9nin et \u00e0 la R\u00e9publique du S\u00e9n\u00e9gal,MICX2004812L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MICX2004812L,,,
2952,l'ensemble de la proposition de loi visant à renforcer le droit à l'avortement (première lecture).,2020-10-08,DLR5L15N44448,Proposition de loi visant à rendre cessible le droit d'affouage,0.774,,,,,,,
3033,l'ensemble du projet de loi autorisant la prorogation de l'état d'urgence sanitaire et portant diverses mesures de gestion de la crise sanitaire (première lecture).,2020-10-24,DLR5L15N41308,Prorogation de l'état d'urgence sanitaire,0.820,2021-160,LOI n\u00b0 2021-160 du 15 f\u00e9vrier 2021 prorogeant l\u2019\u00e9tat d\u2019urgence sanitaire,PRMX2100243L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRMX2100243L,,,
3059,l'ensemble du projet de loi de financement de la sécurité sociale pour 2021 (première lecture).,2020-10-27,DLR5L15N40633,Projet de loi de financement de la sécurité sociale pour 2021,1.000,2020-1576,de financement de la s\u00e9curit\u00e9 sociale pour 2021,ECOX2023815L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOX2023815L,,,
3061,l'ensemble du projet de loi d'accélération et de simplification de l'action publique (texte de la commission mixte paritaire).,2020-10-28,DLR5L15N38690,Accélération et simplification de l’action publique,0.629,2020-1525,Loi d\u2019acc\u00e9l\u00e9ration et de simplification de l\u2019action publique,ECOX1935404L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOX1935404L,,,
3076,l'ensemble du projet de loi relatif aux conditions de mise sur le marché de certains produits phytopharmaceutiques en cas de danger sanitaire pour les betteraves sucrières (texte de la commission mixte paritaire).,2020-10-30,DLR5L15N40450,Mise sur le marché de certains produits phytopharmaceutiques en cas de danger sanitaire,0.820,2020-1578,relative aux conditions de mise sur le march\u00e9 de certains produits phytopharmaceutiques en cas de danger sanitaire pour les betteraves sucri\u00e8res,AGRS2021912L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=AGRS2021912L,,,
3112,l'ensemble du projet de loi autorisant la prorogation de l'état d'urgence sanitaire et portant diverses mesures de gestion de la crise sanitaire (nouvelle lecture).,2020-11-04,DLR5L15N41308,Prorogation de l'état d'urgence sanitaire,0.820,2021-160,LOI n\u00b0 2021-160 du 15 f\u00e9vrier 2021 prorogeant l\u2019\u00e9tat d\u2019urgence sanitaire,PRMX2100243L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRMX2100243L,,,
3124,l'ensemble du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne en matière économique et financière (nouvelle lecture).,2020-11-06,DLR5L15N42948,Application de la loi n° 2020-1508 du 3 décembre 2020 portant diverses dispositions d’adaptation au droit de l’Union européenne en matière économique et financière,0.827,,,,,,,
3133,l'ensemble du projet de loi autorisant la prorogation de l'état d'urgence sanitaire et portant diverses mesures de gestion de la crise sanitaire (lecture définitive).,2020-11-07,DLR5L15N41308,Prorogation de l'état d'urgence sanitaire,0.820,2021-160,LOI n\u00b0 2021-160 du 15 f\u00e9vrier 2021 prorogeant l\u2019\u00e9tat d\u2019urgence sanitaire,PRMX2100243L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRMX2100243L,,,
3157,l'ensemble du projet de loi de finances rectificative pour 2020 (première lecture).,2020-11-10,DLR5L15N44111,Projet de loi de finances rectificative pour 2021,0.980,2021-1549,de finances rectificative pour 2021,ECOX2131239L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOX2131239L,,,
3186,l'ensemble du projet de loi de finances pour 2021 (première lecture).,2020-11-17,DLR5L15N40790,Projet de loi de finances pour 2021,1.000,,,,,,,
3188,l'ensemble du projet de loi de programmation de la recherche pour les années 2021 à 2030 et portant diverses dispositions relatives à la recherche et à l'enseignement supérieur (texte de la commission mixte paritaire).,2020-11-17,DLR5L15N40616,Projet de loi ratifiant l'ordonnance n° 2020-866 du 15 juillet 2020 portant diverses dispositions d'adaptation au droit de l'Union européenne dans le domaine de l'énergie et du climat,0.496,,,,,,,
3191,l'ensemble du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne en matière économique et financière (lecture définitive).,2020-11-18,DLR5L15N42948,Application de la loi n° 2020-1508 du 3 décembre 2020 portant diverses dispositions d’adaptation au droit de l’Union européenne en matière économique et financière,0.827,,,,,,,
3254,l'ensemble de la proposition de loi relative à la sécurité globale (première lecture).,2020-11-24,DLR5L15N41920,Proposition de loi relative à la protection sociale globale,0.833,,,,,,,
3262,l'ensemble de la proposition de loi visant à améliorer les conditions de présence parentale auprès d'un enfant dont la pathologie nécessite un accompagnement soutenu (première lecture).,2020-11-26,DLR5L15N40629,Présence parentale auprès d’un enfant dont la pathologie nécessite un accompagnement soutenu,0.762,2021-1484,visant \u00e0 am\u00e9liorer les conditions de pr\u00e9sence parentale aupr\u00e8s d\u2019un enfant dont la pathologie n\u00e9cessite un accompagnement soutenu,SSAX2029269L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=SSAX2029269L,,,
3263,l'ensemble de la proposition de loi visant à promouvoir la France des accents (première lecture).,2020-11-26,DLR5L15N38217,Proposition de loi visant à prévenir la récidive des agressions sexuelles,0.737,,,,,,,
3264,l'ensemble de la proposition de loi améliorant l'efficacité de la justice de proximité et de la réponse pénale (première lecture).,2020-11-26,DLR5L15N42447,Proposition de loi visant à refonder la politique de gestion et de protection des sites et sols pollués en France,0.612,,,,,,,
3269,l'ensemble du projet de loi de financement de la sécurité sociale pour 2021 (lecture définitive).,2020-11-30,DLR5L15N40633,Projet de loi de financement de la sécurité sociale pour 2021,1.000,2020-1576,de financement de la s\u00e9curit\u00e9 sociale pour 2021,ECOX2023815L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOX2023815L,,,
3270,l'ensemble de la proposition de loi relative au renforcement de l'inclusion dans l'emploi par l'activité dans l'emploi par l'activité économique et à l'expérimentation « territoires zéro chômeur de longue durée » (texte de la commisson mixte pariraire).,2020-11-30,DLR5L15N38285,Proposition de loi relative à l'emploi titulaire dans la fonction publique territoriale de La Réunion,0.497,,,,,,,
3293,l'ensemble du projet de loi relatif à la restitution de biens culturels à la République du Bénin et à la République du Sénégal (nouvelle lecture).,2020-12-07,DLR5L15N40129,Restitution de biens culturels au Bénin et au Sénégal,0.642,2020-1673,relative \u00e0 la restitution de biens culturels \u00e0 la R\u00e9publique du B\u00e9nin et \u00e0 la R\u00e9publique du S\u00e9n\u00e9gal,MICX2004812L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MICX2004812L,,,
3295,l'ensemble de la proposition de loi visant à améliorer le système de santé par la confiance et la simplification (première lecture).,2020-12-08,DLR5L15N40764,Améliorer le système de santé par la confiance et la simplification,0.827,2021-502,LOI n\u00b0 2021-502 du 26 avril 2021 visant \u00e0 am\u00e9liorer le syst\u00e8me de sant\u00e9 par la confiance et la simplification,SSAX2029985L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=SSAX2029985L,,,
3298,l'ensemble du projet de loi relatif au Parquet européen et à la justice pénale spécialisée (première lecture).,2020-12-09,DLR5L15N40951,Portant observations sur le projet de loi relatif au Parquet européen et à la justice pénale spécialisée,0.844,,,,,,,
3302,l'ensemble du projet de loi ratifiant l'ordonnance n° 2019-950 du 11 septembre 2019 portant partie législative du code de la justice pénale des mineurs (première lecture).,2020-12-11,DLR5L15N37919,Code de la justice pénale des mineurs,0.820,2021-218,LOI n\u00b0 2021-218 du 26 f\u00e9vrier 2021 ratifiant l\u2019ordonnance n\u00b0 2019-950 du 11 septembre 2019 portant partie l\u00e9gislative du code de la justice p\u00e9nale des mineurs (1),JUSF1928288L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=JUSF1928288L,,,
3308,"l'ensemble du projet de loi organique relatif au Conseil économique, social et environnemental (lecture définitive).",2020-12-15,DLR5L15N40949,Projet de loi organique relatif aux délais d’organisation des élections législatives et sénatoriales,0.596,2020-1669,relative aux d\u00e9lais d\u2019organisation des \u00e9lections l\u00e9gislatives et s\u00e9natoriales partielles,INTA2030919L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=INTA2030919L,,,
3314,l'ensemble du projet de loi de finances pour 2021 (nouvelle lecture).,2020-12-15,DLR5L15N40790,Projet de loi de finances pour 2021,1.000,,,,,,,
3315,l'ensemble du projet de loi de finances pour 2021 (lecture définitive).,2020-12-17,DLR5L15N40790,Projet de loi de finances pour 2021,1.000,,,,,,,
3316,l'ensemble du projet de loi relatif à la restitution de biens culturels à la République du Bénin et à la République du Sénégal (lecture définitive).,2020-12-17,DLR5L15N40129,Restitution de biens culturels au Bénin et au Sénégal,0.642,2020-1673,relative \u00e0 la restitution de biens culturels \u00e0 la R\u00e9publique du B\u00e9nin et \u00e0 la R\u00e9publique du S\u00e9n\u00e9gal,MICX2004812L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MICX2004812L,,,
3320,l'ensemble du projet de loi autorisant la prorogation de l'état d'urgence sanitaire et reportant la date de la caducité des régimes institués pour faire face à la crise sanitaire (première lecture).,2021-01-20,DLR5L15N41308,Prorogation de l'état d'urgence sanitaire,0.820,2021-160,LOI n\u00b0 2021-160 du 15 f\u00e9vrier 2021 prorogeant l\u2019\u00e9tat d\u2019urgence sanitaire,PRMX2100243L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRMX2100243L,,,
3328,l'ensemble de la proposition de loi visant à améliorer l'accessibilité des personnes qui ont un trouble du spectre de l'autisme par la mise en place d'une « heure silencieuse » dans les magasins de la grande distribution (première lecture).,2021-01-28,DLR5L15N41103,Accessibilité des personnes qui ont un trouble du spectre de l’autisme par la mise en place d’une « heure silencieuse » dans les magasins de la grande distribution,0.882,,,,,,,
3329,l'ensemble de la proposition de loi visant à répondre à la demande des patients par la création de Points d'accueil pour soins immédiats (deuxième lecture).,2021-01-28,DLR5L15N37698,Points d'accueil pour soins immédiats,0.820,,,,,,,
3330,l'ensemble de la proposition de loi rénovant la gouvernance du service public d'eau potable et d'assainissement en Guadeloupe (première lecture).,2021-01-28,DLR5L15N41049,Proposition de loi rénovant la gouvernance du service public d'eau potable et d'assainissement en Guadeloupe,1.000,,,,,,,
3331,l'ensemble de la proposition de loi visant à réformer le régime d'indemnisation des catastrophes naturelles (première lecture).,2021-01-28,DLR5L15N41111,Réformer le régime d’indemnisation des catastrophes naturelles,0.808,2021-1837,relative \u00e0 l\u2019indemnisation des catastrophes naturelles,ECOX2035385L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOX2035385L,,,
3343,l'ensemble de la proposition de loi visant à renforcer la lutte contre la maltraitance animale (première lecture).,2021-01-29,DLR5L15N38097,Proposition de loi visant à renforcer la lutte contre la cyber-fraude,0.822,,,,,,,
3349,l'ensemble du projet de loi prorogeant l'état d'urgence sanitaire (nouvelle lecture).,2021-02-02,DLR5L15N41308,Prorogation de l'état d'urgence sanitaire,0.739,2021-160,LOI n\u00b0 2021-160 du 15 f\u00e9vrier 2021 prorogeant l\u2019\u00e9tat d\u2019urgence sanitaire,PRMX2100243L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRMX2100243L,,,
3378,l'ensemble du projet de loi prorogeant l'état d'urgence sanitaire (lecture définitive).,2021-02-09,DLR5L15N41308,Prorogation de l'état d'urgence sanitaire,0.739,2021-160,LOI n\u00b0 2021-160 du 15 f\u00e9vrier 2021 prorogeant l\u2019\u00e9tat d\u2019urgence sanitaire,PRMX2100243L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=PRMX2100243L,,,
3379,"l'ensemble du projet de loi portant report du renouvellement général des conseils départementaux, des conseils régionaux et des assemblées de Corse, de Guyane et de Martinique (première lecture).",2021-02-09,DLR5L15N41210,"Projet de loi portant report du renouvellement général des conseils départementaux, des conseils régionaux et des assemblées de Corse, de Guyane et de Martinique",1.000,2021-191,"LOI n\u00b0 2021-191 du 22 f\u00e9vrier 2021 portant report, de mars \u00e0 juin 2021, du renouvellement g\u00e9n\u00e9ral des conseils d\u00e9partementaux, des conseils r\u00e9gionaux et des assembl\u00e9es de Corse, de Guyane et de Martinique",INTA2033145L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=INTA2033145L,,,
