scrutin_id,titulo_scrutin,fecha,dossier_uid,dossier_titre,match_score,code_loi,titre_loi_promulgation,nor_jo,url_legifrance,nor_jo_rectificatif,url_legifrance_rectificatif,texto_oficial
1634,l'ensemble du projet de loi organique relatif au renforcement de l'organisation des juridictions (nouvelle lecture).,2019-01-23,DLR5L15N40949,Projet de loi organique relatif aux délais d’organisation des élections législatives et sénatoriales,0.674,2020-1669,relative aux d\u00e9lais d\u2019organisation des \u00e9lections l\u00e9gislatives et s\u00e9natoriales partielles,INTA2030919L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=INTA2030919L,,,
1639,"l'ensemble du projet de loi portant création de l'Office français de la biodiversité, modifiant les missions des fédérations des chasseurs et renforçant la police de l'environnement (première lecture).",2019-01-24,DLR5L15N36997,Office français de la biodiversité,0.820,2019-773,"portant cr\u00e9ation de l'Office fran\u00e7ais de la biodiversit\u00e9 et de la chasse, modifiant les missions des f\u00e9d\u00e9rations des chasseurs et renfor\u00e7ant la police de l'environnement",TREL1827740L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=TREL1827740L,TREL1827740Z,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=TREL1827740Z,
1640,l'ensemble de la proposition de loi relative au délai d'intervention du juge des libertés et de la détention en rétention administrative à Mayotte (première lecture).,2019-01-29,DLR5L15N36499,Détention,0.820,,,,,,,
1653,l'ensemble de la proposition de loi pour des mesures d'urgence contre la désertification médicale (première lecture).,2019-01-31,DLR5L15N37094,Mesures d'urgence contre la désertification médicale,0.820,,,,,,,
1661,l'ensemble de la proposition de loi pour une école vraiment inclusive (première lecture).,2019-01-31,DLR5L15N37092,Ecole vraiment inclusive,0.820,,,,,,,
1662,l'ensemble de la proposition de loi visant à prévenir les violences lors des manifestations et à sanctionner leurs auteurs (première lecture).,2019-02-05,DLR5L15N36415,Viol,0.820,,,,,,,
1708,l'ensemble du projet de loi de programmation 2018-2022 et de réforme de la justice (lecture définitive).,2019-02-18,DLR5L15N36626,Loi de programmation de la justice 2018-2022,0.607,2019-222,de programmation 2018-2022 et de r\u00e9forme pour la justice,JUST1806695L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=JUST1806695L,,,
1709,l'ensemble du projet de loi pour une école de la confiance (première lecture).,2019-02-19,DLR5L15N37055,Ecole de la confiance,0.820,2019-791,pour une \u00e9cole de la confiance,MENX1828765L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MENX1828765L,,,
1710,l'ensemble de la proposition de loi visant à lutter contre la mort subite et à sensibiliser la population aux gestes qui sauvent (première lecture).,2019-02-19,DLR5L15N41031,Proposition de loi visant à lutter contre le plastique,0.630,,,,,,,
1711,l'ensemble du projet de loi organique relatif au renforcement de l'organisation des juridictions (lecture définitive).,2019-02-20,DLR5L15N40949,Projet de loi organique relatif aux délais d’organisation des élections législatives et sénatoriales,0.674,2020-1669,relative aux d\u00e9lais d\u2019organisation des \u00e9lections l\u00e9gislatives et s\u00e9natoriales partielles,INTA2030919L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=INTA2030919L,,,
1715,l'ensemble de la proposition de loi visant à protéger la population des dangers de la malbouffe (première lecture).,2019-02-21,DLR5L15N37940,Proposition de loi visant à renforcer la protection des mineurs face au numérique,0.742,,,,,,,
1719,l'ensemble de la proposition de loi en faveur de la transparence sur l'utilisation de l'épargne populaire en matière énergétique (première lecture).,2019-03-07,DLR5L15N37168,Transparence dans l'utilisation de l'épargne populaire en matière énergétique,0.787,,,,,,,
1724,l'ensemble de la proposition de loi portant création d'une Agence nationale de la cohésion des territoires (première lecture).,2019-03-12,DLR5L15N39025,Application de la loi portant création de l'Agence nationale de la cohésion des territoires,0.911,,,,,,,
1762,l'ensemble du projet de loi relatif à la croissance et la transformation des entreprises (nouvelle lecture).,2019-03-15,DLR5L15N36728,Croissance et transformation des entreprises (PACTE),0.710,2019-486,relative \u00e0 la croissance et la transformation des entreprises,ECOT1810669L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOT1810669L,ECOT1810669Z,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOT1810669Z,
1814,l'ensemble du projet de loi relatif à l'organisation et à la transformation du système de santé (première lecture).,2019-03-26,DLR5L15N37234,Organisation et transformation du système de santé,0.763,2019-774,relative \u00e0 l'organisation et \u00e0 la transformation du syst\u00e8me de sant\u00e9,SSAX1900401L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=SSAX1900401L,,,
1816,l'ensemble de la proposition de loi visant à améliorer la trésorerie des associations (première lecture).,2019-03-26,DLR5L15N39639,Proposition de loi visant à faciliter le recours à la procuration,0.752,,,,,,,
1819,l'ensemble de la proposition de loi relative au droit de résiliation sans frais de contrats de complémentaire santé (première lecture).,2019-03-27,DLR5L15N37206,Droit de résiliation sans frais de contrats de complémentaire santé,0.820,2019-733,relative au droit de r\u00e9siliation sans frais de contrats de compl\u00e9mentaire sant\u00e9,SSAX1906536L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=SSAX1906536L,,,
1820,"l'ensemble de la proposition de loi de simplification, de clarification et d'actualisation du droit des sociétés (première lecture).",2019-03-27,DLR5L15N38104,Proposition de loi tendant à faciliter la mutualisation des gardes champêtres,0.620,,,,,,,
1826,l'ensemble de la proposition de loi visant à la création d'un répertoire des dérogations et adaptations normatives applicables aux personnes handicapées ou atteintes de maladies rares (première lecture).,2019-04-04,DLR5L15N45349,Proposition de loi visant à la création d'un fonds d'aide aux victimes de la guerre en Ukraine,0.585,,,,,,,
1833,l'ensemble du projet de loi portant création d'une taxe sur les services numériques et modification de la trajectoire de baisse de l'impôt sur les sociétés  (première lecture).,2019-04-09,DLR5L15N37309,Taxe sur les services numériques et impôt sur les sociétés (taxe GAFA),0.555,2019-759,portant cr\u00e9ation d'une taxe sur les services num\u00e9riques et modification de la trajectoire de baisse de l'imp\u00f4t sur les soci\u00e9t\u00e9s,ECOE1902865L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOE1902865L,,,
1836,l'ensemble de la proposition de loi visant à préserver les intérêts de la défense et de la sécurité nationale de la France dans le cadre de l'exploitation des réseaux radioélectriques mobiles (première lecture).,2019-04-10,DLR5L15N42066,Proposition de loi visant à reporter les élections régionales et départementales et à encadrer les mandats des exécutifs,0.585,,,,,,,
1839,l'ensemble du projet de loi relatif à la croissance et la transformation des entreprises (lecture définitive).,2019-04-11,DLR5L15N36728,Croissance et transformation des entreprises (PACTE),0.710,2019-486,relative \u00e0 la croissance et la transformation des entreprises,ECOT1810669L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOT1810669L,ECOT1810669Z,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOT1810669Z,
1846,l'ensemble de la proposition de loi relative à la création du Centre national de la musique (première lecture).,2019-05-06,DLR5L15N37352,Centre national de la musique,0.820,2019-1100,relative \u00e0 la cr\u00e9ation du Centre national de la musique,MICX1909891L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MICX1909891L,,,
1850,l'ensemble de la proposition de loi visant à renforcer l'accompagnement des jeunes majeurs vulnérables vers l'autonomie (première lecture).,2019-05-07,DLR5L15N36719,Accompagnement des jeunes majeurs vulnérables vers l'autonomie,0.820,,,,,,,
1851,l'ensemble de la proposition de loi en faveur de l'engagement associatif (deuxième lecture).,2019-05-09,DLR5L15N36532,Engagement associatif,0.820,2021-874,en faveur de l\u2019engagement associatif,MENX1813830L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MENX1813830L,,,
1852,l'ensemble de la proposition de loi pour la protection foncière des activités agricoles et des cultures marines en zone littorale (deuxième lecture).,2019-05-09,DLR5L15N38182,Proposition de loi pour une meilleure protection des mineur.e.s victimes de viol et des autres agressions sexuelles,0.652,,,,,,,
1862,l'ensemble de la proposition de loi tendant à créer un droit voisin au profit des agences de presse et des éditeurs de presse (première lecture).,2019-05-09,DLR5L15N37127,Droit voisin au profit des agences et éditeurs de presse,0.683,2019-775,tendant \u00e0 cr\u00e9er un droit voisin au profit des agences de presse et des \u00e9diteurs de presse,MICX1902858L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MICX1902858L,,,
1889,l'ensemble du projet de loi pour la conservation et la restauration de la cathédrale Notre-Dame de Paris et instituant une souscription nationale à cet effet (première lecture).,2019-05-10,DLR5L15N37678,Suivi de l’application de la loi pour la conservation et la restauration de la cathédrale Notre Dame de Paris et instituant une souscription nationale à cet effet,0.901,,,,,,,
1912,l'ensemble de la proposition de loi portant création d'une Agence nationale de la cohésion des territoires (nouvelle lecture).,2019-05-21,DLR5L15N39025,Application de la loi portant création de l'Agence nationale de la cohésion des territoires,0.911,,,,,,,
1920,l'ensemble du projet de loi autorisant l'approbation de l'accord-cadre sur la coopération sanitaire transfrontalière entre le Gouvernement de la République française et le Conseil fédéral suisse et de l'accord-cadre entre le Gouvernement de la République française et le Gouvernement du Grand-Duché de Luxembourg sur la coopération sanitaire transfrontalière (première lecture).,2019-05-23,DLR5L15N43839,Projet de loi autorisant l’approbation de l’accord entre le Gouvernement de la République française et le Gouvernement de la République du Tadjikistan sur les services aériens,0.534,2022-226,autorisant l\u2019approbation de l\u2019accord entre le Gouvernement de la R\u00e9publique fran\u00e7aise et le Gouvernement de la R\u00e9publique du Tadjikistan sur les services a\u00e9riens,EAEJ2120639L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=EAEJ2120639L,,,
1923,l'ensemble du projet de loi de transformation de la fonction publique (première lecture).,2019-05-28,DLR5L15N37357,Transformation de la fonction publique,0.820,2019-828,de transformation de la fonction publique,CPAF1832065L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=CPAF1832065L,CPAF1832065Z,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=CPAF1832065Z,
1957,l'ensemble du projet de loi d'orientation des mobilités (première lecture).,2019-06-18,DLR5L15N37029,Orientation des mobilités (LOM),0.714,2019-1428,d'orientation des mobilit\u00e9s,TRET1821032L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=TRET1821032L,,,
1965,l'ensemble du projet de loi de règlement du budget et d'approbation des comptes de l'année 2018 (première lecture).,2019-06-19,DLR5L15N36450,Principe de subsidiarité de la proposition de règlement sur l’évaluation des technologies de la santé,0.564,,,,,,,
1988,l'ensemble du projet de loi relatif aux compétences de la Collectivité européenne d'Alsace (première lecture).,2019-06-26,DLR5L15N37289,Collectivité européenne d'Alsace,0.820,2019-816,relative aux comp\u00e9tences de la Collectivit\u00e9 europ\u00e9enne d'Alsace,TERB1901105L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=TERB1901105L,,,
1992,l'ensemble de la proposition de loi relative au droit de résiliation sans frais de contrats de complémentaire santé (texte de la commission mixte paritaire).,2019-06-27,DLR5L15N37206,Droit de résiliation sans frais de contrats de complémentaire santé,0.820,2019-733,relative au droit de r\u00e9siliation sans frais de contrats de compl\u00e9mentaire sant\u00e9,SSAX1906536L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=SSAX1906536L,,,
2015,l'ensemble du projet de loi pour une école de la confiance (texte de la commission mixte paritaire).,2019-07-02,DLR5L15N37055,Ecole de la confiance,0.820,2019-791,pour une \u00e9cole de la confiance,MENX1828765L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MENX1828765L,,,
2024,l'ensemble du projet de loi pour la conservation et la restauration de la cathédrale Notre-Dame de Paris et instituant une souscription nationale à cet effet (nouvelle lecture).,2019-07-02,DLR5L15N37678,Suivi de l’application de la loi pour la conservation et la restauration de la cathédrale Notre Dame de Paris et instituant une souscription nationale à cet effet,0.901,,,,,,,
2029,l'ensemble du projet de loi portant création d'une taxe sur les services numériques et modification de la trajectoire de baisse de l'impôt sur les sociétés (texte de la commisison mixte paritaire).,2019-07-04,DLR5L15N37309,Taxe sur les services numériques et impôt sur les sociétés (taxe GAFA),0.524,2019-759,portant cr\u00e9ation d'une taxe sur les services num\u00e9riques et modification de la trajectoire de baisse de l'imp\u00f4t sur les soci\u00e9t\u00e9s,ECOE1902865L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOE1902865L,,,
2039,l'ensemble de la proposition de loi visant à lutter contre la haine sur internet (première lecture).,2019-07-09,DLR5L15N41031,Proposition de loi visant à lutter contre le plastique,0.821,,,,,,,
2040,l'ensemble de la proposition de loi portant création d'une Agence nationale de la cohésion des territoires (lecture défintive).,2019-07-09,DLR5L15N39025,Application de la loi portant création de l'Agence nationale de la cohésion des territoires,0.911,,,,,,,
2041,"l'ensemble du projet de loi portant création de l'Office français de la biodiversité, modifiant les missions des fédérations des chasseurs et renforçant la police de l'environnement (texte de la commission mixte paritaire).",2019-07-09,DLR5L15N36997,Office français de la biodiversité,0.820,2019-773,"portant cr\u00e9ation de l'Office fran\u00e7ais de la biodiversit\u00e9 et de la chasse, modifiant les missions des f\u00e9d\u00e9rations des chasseurs et renfor\u00e7ant la police de l'environnement",TREL1827740L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=TREL1827740L,TREL1827740Z,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=TREL1827740Z,
2042,l'ensemble du projet de loi relatif à l'organisation et à la transformation du système de santé (texte de la commission mixte paritaire).,2019-07-10,DLR5L15N37234,Organisation et transformation du système de santé,0.588,2019-774,relative \u00e0 l'organisation et \u00e0 la transformation du syst\u00e8me de sant\u00e9,SSAX1900401L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=SSAX1900401L,,,
2044,l'ensemble de la proposition de loi visant à adapter l'organisation des communes nouvelles à la diversité des territoires (première lecture).,2019-07-10,DLR5L15N37308,Adaptation de l’organisation des communes nouvelles à la diversité des territoires,0.822,,,,,,,
2047,l'ensemble du projet de loi pour la conservation et la restauration de la cathédrale Notre-Dame de Paris et instituant une souscription nationale à cet effet (lecture définitive).,2019-07-16,DLR5L15N37678,Suivi de l’application de la loi pour la conservation et la restauration de la cathédrale Notre Dame de Paris et instituant une souscription nationale à cet effet,0.901,,,,,,,
2058,l'ensemble du projet de loi de transformation de la fonction publique (texte de la commission mixte paritaire).,2019-07-18,DLR5L15N37357,Transformation de la fonction publique,0.820,2019-828,de transformation de la fonction publique,CPAF1832065L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=CPAF1832065L,CPAF1832065Z,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=CPAF1832065Z,
2059,"l'ensemble du projet de loi autorisant la ratification de l'accord économique et commercial global entre l'Union européenne et ses États membres, d'une part, et le Canada, d'autre part, et de l'accord de partenariat stratégique entre l'Union européenne et ses États membres, d'une part, et le Canada, d'autre part (première lecture).",2019-07-23,DLR5L15N37607,Accord économique et commercial global (CETA) et accord de partenariat stratégique entre l'UE et le Canada,0.515,,,,,,,
2060,l'ensemble de la proposition de loi tendant à créer un droit voisin au profit des agences de presse et des éditeurs de presse (deuxième lecture).,2019-07-23,DLR5L15N37127,Droit voisin au profit des agences et éditeurs de presse,0.683,2019-775,tendant \u00e0 cr\u00e9er un droit voisin au profit des agences de presse et des \u00e9diteurs de presse,MICX1902858L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MICX1902858L,,,
2063,l'ensemble du projet de loi relatif à la modernisation de la distribution de la presse (première lecture).,2019-07-23,DLR5L15N37404,Modernisation de la distribution de la presse,0.820,2019-1063,relative \u00e0 la modernisation de la distribution de la presse,ICE1906427L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ICE1906427L,,,
2065,l'ensemble du projet de loi relatif à l'énergie et au climat (texte de la commission mixte paritaire).,2019-09-11,DLR5L15N42194,Projet de loi relatif à la régulation et à la protection de l’accès aux œuvres culturelles à l’ère numérique,0.579,2021-1382,relative \u00e0 la r\u00e9gulation et \u00e0 la protection de l\u2019acc\u00e8s aux \u0153uvres culturelles \u00e0 l\u2019\u00e8re num\u00e9rique,MICE2106504L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MICE2106504L,,,
2071,l'ensemble du projet de loi d'orientation des mobilités (nouvelle lecture).,2019-09-17,DLR5L15N37029,Orientation des mobilités (LOM),0.714,2019-1428,d'orientation des mobilit\u00e9s,TRET1821032L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=TRET1821032L,,,
2073,l'ensemble de la proposition de loi relative à la création du Centre national de la musique (texte de la commission mixte paritaire).,2019-09-18,DLR5L15N37352,Centre national de la musique,0.820,2019-1100,relative \u00e0 la cr\u00e9ation du Centre national de la musique,MICX1909891L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MICX1909891L,,,
2077,"l'ensemble du projet de loi autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement de la République fédérale démocratique d'Éthiopie relatif aux services aériens, de l'accord entre le Gouvernement de la République française et le Gouvernement de la République du Costa Rica relatif aux services aériens et de l'accord relatif aux services aériens entre le Gouvernement de la République française et le Gouvernement de la République du Mozambique (première lecture).",2019-09-18,DLR5L15N43839,Projet de loi autorisant l’approbation de l’accord entre le Gouvernement de la République française et le Gouvernement de la République du Tadjikistan sur les services aériens,0.493,2022-226,autorisant l\u2019approbation de l\u2019accord entre le Gouvernement de la R\u00e9publique fran\u00e7aise et le Gouvernement de la R\u00e9publique du Tadjikistan sur les services a\u00e9riens,EAEJ2120639L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=EAEJ2120639L,,,
2078,l'ensemble de la proposition de loi visant à clarifier diverses dispositions du droit électoral (première lecture).,2019-09-24,DLR5L15N37385,Clarification de diverses dispositions du droit électoral,0.741,2019-1269,visant \u00e0 clarifier diverses dispositions du droit \u00e9lectoral,INTX1918828L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=INTX1918828L,,,
2079,l'ensemble de la proposition de loi organique visant à clarifier diverses dispositions du droit électoral (première lecture).,2019-09-24,DLR5L15N41965,Proposition de loi organique visant à moderniser les modalités de vote à l'élection du président de la République,0.627,,,,,,,
2130,l'ensemble du projet de loi autorisant la ratification du traité entre la République française et la République fédérale d'Allemagne sur la coopération et l'intégration franco-allemande (première lecture).,2019-10-08,DLR5L15N43839,Projet de loi autorisant l’approbation de l’accord entre le Gouvernement de la République française et le Gouvernement de la République du Tadjikistan sur les services aériens,0.610,2022-226,autorisant l\u2019approbation de l\u2019accord entre le Gouvernement de la R\u00e9publique fran\u00e7aise et le Gouvernement de la R\u00e9publique du Tadjikistan sur les services a\u00e9riens,EAEJ2120639L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=EAEJ2120639L,,,
2146,l'ensemble du projet de loi relatif à la bioéthique (première lecture).,2019-10-15,DLR5L15N37672,Bioéthique,0.820,2021-1017,LOI n\u00b0 2021-1017 du 2 ao\u00fbt 2021 relative \u00e0 la bio\u00e9thique,SSAX1917211L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=SSAX1917211L,,,
2147,l'ensemble de la proposition de loi visant à agir contre les violences au sein de la famille (première lecture).,2019-10-15,DLR5L15N36415,Viol,0.820,,,,,,,
2235,l'ensemble du projet de loi de financement de la sécurité sociale pour 2020 (première lecture),2019-10-29,DLR5L15N40633,Projet de loi de financement de la sécurité sociale pour 2021,0.984,2020-1576,de financement de la s\u00e9curit\u00e9 sociale pour 2021,ECOX2023815L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOX2023815L,,,
2307,l'ensemble du projet de loi de finances pour 2020 (première lecture),2019-11-19,DLR5L15N40790,Projet de loi de finances pour 2021,0.971,,,,,,,
2308,l'ensemble du projet de loi d'orientation des mobilités (lecture définitive),2019-11-19,DLR5L15N37029,Orientation des mobilités (LOM),0.714,2019-1428,d'orientation des mobilit\u00e9s,TRET1821032L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=TRET1821032L,,,
2329,l'ensemble du projet de loi relatif à l'engagement dans la vie locale et à la proximité de l'action publique (première lecture).,2019-11-26,DLR5L15N37659,Engagement dans la vie locale et action publique,0.676,2019-1461,relative \u00e0 l'engagement dans la vie locale et \u00e0 la proximit\u00e9 de l'action publique,TERX1917292L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=TERX1917292L,,,
2335,l'ensemble de la proposition de loi visant à réduire le coût du foncier et à augmenter l'offre de logements accessibles aux Français (première lecture).,2019-11-28,DLR5L15N40696,Proposition de loi visant à réduire l'empreinte environnementale du numérique en France,0.614,2021-1485,visant \u00e0 r\u00e9duire l\u2019empreinte environnementale du num\u00e9rique en France,ECOX2102044L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOX2102044L,,,
2336,l'ensemble de la proposition de loi visant à répondre à la demande des patients par la création de Points d'accueil pour soins immédiats (première lecture).,2019-11-28,DLR5L15N37698,Points d'accueil pour soins immédiats,0.820,,,,,,,
2337,l'ensemble du projet de loi de financement de la sécurité sociale pour 2020 (lecture définitive).,2019-12-03,DLR5L15N40633,Projet de loi de financement de la sécurité sociale pour 2021,0.984,2020-1576,de financement de la s\u00e9curit\u00e9 sociale pour 2021,ECOX2023815L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=ECOX2023815L,,,
2342,l'ensemble de la proposition de loi relative à la transparence de l'information sur les produits agricoles et alimentaires (première lecture).,2019-12-04,DLR5L15N43049,Mise en application de la loi n° 2020-699 du 10 juin 2020 relative à la transparence de l’information sur les produits agricoles et alimentaires,0.810,,,,,,,
2348,l'ensemble de la proposition de loi visant à agir contre les violences au sein de la famille (texte de la commission mixte paritaire).,2019-12-11,DLR5L15N36415,Viol,0.820,,,,,,,
2351,l'ensemble de la proposition de loi relative au passage de l'épreuve théorique du code de la route dans les lycées (première lecture).,2019-12-12,DLR5L15N37884,Epreuve théorique du code de la route dans les lycées,0.820,,,,,,,
2352,l'ensemble de la proposition de loi visant à étendre la qualité de pupille de la Nation aux enfants des sauveteurs en mer décédés dans le cadre de leur mission de sauvetage et à assurer les besoins de financement de la Société nationale de sauvetage en mer (première lecture).,2019-12-12,DLR5L15N41758,Proposition de loi visant à accorder aux enfants des sauveteurs en mer décédés lors d'une opération de sauvetage la qualité de pupille de la Nation,0.617,,,,,,,
2387,l'ensemble du projet de loi de finances pour 2020 (nouvelle lecture).,2019-12-17,DLR5L15N40790,Projet de loi de finances pour 2021,0.971,,,,,,,
2407,l'ensemble du projet de loi de finances pour 2020 (lecture définitive).,2019-12-19,DLR5L15N40790,Projet de loi de finances pour 2021,0.971,,,,,,,
2408,l'ensemble du projet de loi relatif à l'engagement dans la vie locale et à la proximité de l'action publique (texte de la commission mixte paritaire).,2019-12-19,DLR5L15N37946,Engagement dans la vie locale et à la proximité de l'action publique (délégation aux collectivités territoriales),0.705,,,,,,,
2417,l'ensemble du projet de loi relatif à la lutte contre le gaspillage et à l'économie circulaire (première lecture).,2019-12-19,DLR5L15N37641,Lutte contre le gaspillage et économie circulaire,0.760,2020-105,relative \u00e0 la lutte contre le gaspillage et \u00e0 l\u2019\u00e9conomie circulaire,TREP1902395L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=TREP1902395L,,,
2419,l'ensemble de la proposition de loi visant à améliorer l'accès à la prestation de compensation du handicap (première lecture).,2020-01-15,DLR5L15N37804,Accès à la prestation de compensation du handicap,0.820,2020-220,visant \u00e0 am\u00e9liorer l\u2019acc\u00e8s \u00e0 la prestation de compensation du handicap,SSAX1929283L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=SSAX1929283L,,,
2420,l'ensemble du projet de loi relatif à la lutte contre le gaspillage et à l'économie circulaire (texte de la commission mixte paritaire).,2020-01-21,DLR5L15N37641,Lutte contre le gaspillage et économie circulaire,0.583,2020-105,relative \u00e0 la lutte contre le gaspillage et \u00e0 l\u2019\u00e9conomie circulaire,TREP1902395L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=TREP1902395L,,,
2427,l'ensemble de la proposition de loi visant à protéger les victimes de violences conjugales (première lecture).,2020-01-29,DLR5L15N36415,Viol,0.820,,,,,,,
2428,l'ensemble de la proposition de loi visant à moderniser les outils et la gouvernance de la Fondation du patrimoine (première lecture).,2020-01-30,DLR5L15N37846,Fondation du Patrimoine,0.820,2021-710,LOI n\u00b0 2021-710 du 4 juin 2021 visant \u00e0 moderniser les outils et la gouvernance de la Fondation du patrimoine,MICX1930820L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MICX1930820L,,,
2429,l'ensemble de la proposition de loi visant à définir et protéger le patrimoine sensoriel des campagnes françaises (première lecture).,2020-01-30,DLR5L15N40997,Proposition de loi visant à protéger les jeunes mineurs des crimes sexuels,0.682,2021-478,visant \u00e0 prot\u00e9ger les mineurs des crimes et d\u00e9lits sexuels et de l\u2019inceste,JUSX2103172L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=JUSX2103172L,,,
2431,l'ensemble de la proposition de loi visant à instaurer un congé de deuil de douze jours consécutifs pour le décès d'un enfant mineur (première lecture).,2020-01-30,DLR5L15N38204,Proposition de loi visant à instaurer un jour de congé en cas de décès d'un grand-parent,0.650,,,,,,,
2432,l'ensemble de la proposition de loi visant à encadrer le démarchage téléphonique et à lutter contre les appels frauduleux (deuxième lecture).,2020-01-30,DLR5L15N38097,Proposition de loi visant à renforcer la lutte contre la cyber-fraude,0.682,,,,,,,
2437,l'ensemble de la proposition de loi visant à améliorer l'accès à certaines professions des personnes atteintes de maladies chroniques (première lecture).,2020-01-30,DLR5L15N38205,Proposition de loi visant à renforcer la protection des personnes placées en garde à vue ou mises en examen,0.664,,,,,,,
2445,l'ensemble de la proposition de loi relative à la déshérence des retraites supplémentaires (première lecture).,2020-01-30,DLR5L15N38380,Déshérence des retraites supplémentaires,0.820,,,,,,,
2446,"l'ensemble de la proposition de loi visant à créer le statut de citoyen sauveteur, lutter contre l'arrêt cardiaque et sensibiliser aux gestes qui sauvent (deuxième lecture).",2020-02-12,DLR5L15N37091,Statut de citoyen sauveteur,0.820,2020-840,"visant \u00e0 cr\u00e9er le statut de citoyen sauveteur, lutter contre l\u2019arr\u00eat cardiaque et sensibiliser aux gestes qui sauvent",INTX1905986L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=INTX1905986L,,,
2447,l'ensemble de la proposition de loi visant à encadrer l'exploitation commerciale de l'image d'enfants de moins de seize ans sur les plateformes en ligne (première lecture).,2020-02-12,DLR5L15N38385,Exploitation de l'image d'enfants sur les plateformes en ligne,0.629,2020-1266,visant \u00e0 encadrer l\u2019exploitation commerciale de l\u2019image d\u2019enfants de moins de seize ans sur les plateformes en ligne,MICX2012545L,http://www.legifrance.gouv.fr/WAspad/UnTexteDeJorf?numjo=MICX2012545L,,,
2454,l'ensemble de la proposition de loi portant diverses mesures de justice sociale (première lecture).,2020-02-13,DLR5L15N38414,Diverses mesures de justice sociale,0.820,,,,,,,
2455,l'ensemble de la proposition de loi relative au droit des victimes de présenter une demande d'indemnité au fonds de garantie des actes de terrorisme et autres infractions (première lecture).,2020-02-13,DLR5L15N37771,Proposition de loi relative au droit de rétractation des consommateurs dans le cadre des contrats de vente conclus sur les foires et salons,0.568,,,,,,,
