deputy_id,full_name,twitter_name,twitter_web_urls,political_group_abbrev,political_group,mentioned_handles,text
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,diavictimes,"RT @DIAVictimes: Passé le temps de la Justice, que deviennent les victimes ? ⤵️

https://t.co/h9ZkZ8A8tI https://t.co/98fXf2dug7"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,,Rien n’est fait à la SNCF pour les enfants. Obligation de monter les poussettes à l’étage si vous êtes en haut. Aucun espace dédié mis à part un minuscule locale pour le change. Il faut négocier avec le serveur de la voiture bar pour chauffer un biberon.
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,alouismars; diavictimes,"RT @DIAVictimes: 2026, une année de fraternité. 

@ALouisMars et toute l’équipe de la DIAV vous présentent leurs meilleurs vœux pour cette…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,alouismars; victimestrevise,"RT @VictimesTrevise: @ALouisMars, Madame la Déléguée interministérielle, nous vous remercions sincèrement pour votre présence et votre sout…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,alouismars; diavictimes,RT @DIAVictimes: @ALouisMars était aujourd'hui aux côtés du président de la République pour la cérémonie d'hommage rendue aux victimes de l…
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,emmanuelmacron,RT @EmmanuelMacron: Notre compatriote Laurent Vinatier est libre et de retour en France. Je partage le soulagement de sa famille et de ses…
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,diavictimes,"RT @DIAVictimes: #Hommage aux victimes de Charlie Hebdo et de l’Hyper Cacher, à Ahmed Merabet et à Clarissa Jean-Philippe 🕊️🇫🇷⬇️

https://t…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,emmanuelmacron,"RT @EmmanuelMacron: Il y a onze ans, le terrorisme islamiste frappait la République et endeuillait la France.

En frappant Charlie Hebdo, l…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,diavictimes,"RT @DIAVictimes: « Le monde des bisounours... » 🧸 

C’est donc ça, la justice #restaurative ? 

Idées reçues, préjugés, clichés… la délégué…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,emmanuelmacron,"RT @EmmanuelMacron: Bientôt le coup d’envoi de la CAN !

L’Afrique va faire vibrer les stades et nos cœurs. Au Maroc qui organise, grande n…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,emmanuelmacron,"RT @EmmanuelMacron: Contrôler l’âge sur les réseaux sociaux, comme nous l’avons fait pour les sites pornographiques : nous pouvons le faire…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,emmanuelmacron,"RT @EmmanuelMacron: Dans le quartier de Saint-Jérôme à Marseille, un nouveau commissariat a ouvert ses portes pour les 13e et 14e arrondiss…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,franceinfo,"RT @franceinfo: ⚡ALERTE INFO - ""Il faut taper au portefeuille, ça n'est pas festif de se droguer"", a déclaré le chef de l'Etat lors d'un éc…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,diavictimes,"RT @DIAVictimes: Les mots manquent face à l’horreur la plus abjecte.

Nos pensées émues et solidaires accompagnent la famille et tous les p…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,arthur_dvx; le_parisien; rontesoriere,"RT @Arthur_Dvx: Dejà 65k€ en 48h, merci pour Sonia. Via @le_Parisien et @RonTesoriere https://t.co/p8c93R8xid"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,diavictimes,"RT @DIAVictimes: Aujourd'hui, a lieu la journée internationale pour l’élimination de la violence à l’égard des femmes. 

Un temps fort de m…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,diavictimes; perrinegoulet,"RT @DIAVictimes: 🗣️ « Le numérique, on est nés avec, on vit avec, on s’engage avec. »

Merci à @perrinegoulet d’avoir organisé une journée…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,bfmmarseille,"RT @BFMMarseille: Amine Kessaci: ""Je ne peux pas avoir peur après ce qu'ils ont fait à mon frère (...) C'est une lutte à mort qui est engag…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,,"Le trafiquants font beaucoup de victimes trop souvent réduites au silence. Ce sont des familles entières qui vivent dans l’effroi, le deuil et l’angoisse pour que certain puisse s’acheter leur drogue."
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,auschwitzmuseum; grok; x,"RT @AuschwitzMuseum: We remind @grok that denying the Holocaust violates the regulations of @X.

SS documents, survivor and witness testimo…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,laprovence,"RT @laprovence: Narcotrafic : les acheteurs de cocaïne ou cannabis sont ""complices"", déclare Emmanuel Macron
👉 https://t.co/sehwS7OvCY http…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,nunezlaurent,"RT @NunezLaurent: Marseille ne tombera pas. 
Je veux remercier les forces de l’ordre, les magistrats, tous ceux qui s’engagent avec courage…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,asso_mm,"RT @Asso_MM: 10 ans après 🕊
#13Novembre2015

« La mort n’arrête pas l’amour »
N’oublions pas
Marie &amp; Mathias 💙 https://t.co/2PVi470Mj2"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,kessaciamine1,Ces criminels ont  arraché encore une fois un enfant à sa famille. Tout mon soutien à @kessaciamine1 et à sa famille endeuillée. Le narco banditisme n’aura pas le dernier mot.
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,afpfr,"RT @afpfr: 🇫🇷 ""Mon amour est plus fort que ta haine ne le sera jamais"" : le Choeur 13, composé de rescapés, victimes et témoins des attenta…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,13onze15; lifeforparis,"Les voix des victimes du #13novembre sont devenue celles de toute une nation.
Merci aux associations de victimes @13onze15 et @lifeforparis pour ce qu’elles sont et se qu’elles font depuis 10 ans pour les victimes et pour notre démocratie. https://t.co/NiAU3LQFgV"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,francetv,"RT @FranceTV: Jesse Hughes du groupe Eagles of Death Metal chante ""You’ll never walk alone"" avec le Choeur du 13, composé de survivants et…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,emmanuelmacron,RT @EmmanuelMacron: La France se souvient. https://t.co/ByBdJiFdVX
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,davidfritzgoep,"RT @DavidFritzGoep: C’est chose faite.

Les héros, mes héros sont enfin honorés."
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,emmanuelmacron,RT @EmmanuelMacron: La France se souvient. https://t.co/3EuGwYboMt
722194,Florence Provendier,flprovendier,twitter.com/flprovendier,LAREM,La République en Marche,pybournazel,"RT @pybournazel: Pour redresser Paris, mon plan est clair et chiffré :
✅ 4,2 Mds€ d'économies sur le fonctionnement

Grâce à une meilleure…"
722194,Florence Provendier,flprovendier,twitter.com/flprovendier,LAREM,La République en Marche,emmanuelmacron,"RT @EmmanuelMacron: Immense soulagement. Tom Felix a été acquitté par la justice malaisienne. Pensées particulières pour ses parents, que j…"
722194,Florence Provendier,flprovendier,twitter.com/flprovendier,LAREM,La République en Marche,marleneschiappa; pybournazel,"RT @pybournazel: J’ai le plaisir de vous présenter les trois porte-paroles de ma campagne pour Paris :

@MarleneSchiappa, ancienne ministre…"
722194,Florence Provendier,flprovendier,twitter.com/flprovendier,LAREM,La République en Marche,hadrienghomi,"RT @HadrienGhomi: Malgré la pluie, nous étions nombreux ce soir aux Invalides pour le rassemblement de solidarité avec le peuple iranien qu…"
722194,Florence Provendier,flprovendier,twitter.com/flprovendier,LAREM,La République en Marche,nathalieloiseau,RT @NathalieLoiseau: Ce fut un combat et je suis fière d’y avoir participé: l’Europe a commencé et poursuit son assistance militaire à l’Ar…
722194,Florence Provendier,flprovendier,twitter.com/flprovendier,LAREM,La République en Marche,jnbarrot,"RT @jnbarrot: Iran : il ne peut y avoir d’impunité.

L’insoutenable répression de la révolte pacifique du peuple iranien ne peut rester san…"
722194,Florence Provendier,flprovendier,twitter.com/flprovendier,LAREM,La République en Marche,ogamashiyo,"RT @ogamashiyo: Christophe Gleizes n’est pas un pion diplomatique. Son emprisonnement ressemble à un règlement de comptes d’État à État, su…"
722194,Florence Provendier,flprovendier,twitter.com/flprovendier,LAREM,La République en Marche,dvatw,RT @DVATW: Why is the world silent? https://t.co/LASDTJH0VU
722194,Florence Provendier,flprovendier,twitter.com/flprovendier,LAREM,La République en Marche,noamagid,"RT @NoaMagid: ALI RAHBAR WAS EXECUTED

An athlete and fitness coach, 33, from Mashhad. Executed after just 10 days in detention - no trial,…"
722194,Florence Provendier,flprovendier,twitter.com/flprovendier,LAREM,La République en Marche,pybournazel,"RT @pybournazel: Vous avez voté le 30 juin 2015 pour le projet de Tour Triangle, main dans la main avec Anne Hidalgo. Et maintenant parce q…"
722194,Florence Provendier,flprovendier,twitter.com/flprovendier,LAREM,La République en Marche,carolinefourest; kurdistanau,"RT @CarolineFourest: SYRIE. « Nos alliés, nos amis meurent. Et nous regardons ailleurs » https://t.co/ggcIdS6EuD via @KurdistanAu"
722194,Florence Provendier,flprovendier,twitter.com/flprovendier,LAREM,La République en Marche,shayan_,"RT @shayan_: I’m devastated. A good friend and dormmate of mine, Amin Pourfarhang, has been sentenced to death after protesting in Iran 😭 H…"
722194,Florence Provendier,flprovendier,twitter.com/flprovendier,LAREM,La République en Marche,anzhela_yan,"RT @ANZHELA_YAN: I don’t know if my words can save anyone, but I know silence kills — it killed my own people. As a woman, as a human, I re…"
722194,Florence Provendier,flprovendier,twitter.com/flprovendier,LAREM,La République en Marche,limportant_fr,"RT @Limportant_fr: Afghanistan. Khadija, une entraîneuse de taekwondo, arrêtée pour avoir enseigné clandestinement le sport à des filles, r…"
722194,Florence Provendier,flprovendier,twitter.com/flprovendier,LAREM,La République en Marche,femmeazadi,RT @femmeazadi: Sanam devait donner un concert ce soir là … elle a été abattue dans la rue par les terroristes de Khamenei. Une balle dans…
722194,Florence Provendier,flprovendier,twitter.com/flprovendier,LAREM,La République en Marche,loufrance75,"RT @LouFrance75: 🚨🚨Des milliers de Kurdes du nord du Kurdistan franchissent les barrières et les frontières imposées, se dirigeant vers le…"
722194,Florence Provendier,flprovendier,twitter.com/flprovendier,LAREM,La République en Marche,ogamashiyo,"RT @ogamashiyo: 7 ans de prison pour avoir fait son métier. Christophe Gleizes, journaliste sportif, croupit dans une geôle algérienne pend…"
722194,Florence Provendier,flprovendier,twitter.com/flprovendier,LAREM,La République en Marche,gewoessner,"RT @GeWoessner: En France, de nombreux médias ont fait le choix éditorial d'adopter le comptage de l'ONG Iran Human Rights, basée en Norvèg…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,arthur_dvx,RT @Arthur_Dvx: Mon discours ce soir : 10 ans de salut par la République Française. https://t.co/tCJSfOBRBA
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,franceinfo,"RT @franceinfo: 🔴 ""Je suis secouriste, je travaille à l’hôpital. Alors quand les tirs se sont tus, j’ai pris ma trousse de secours et je su…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,franceinfo,"RT @franceinfo: 🗣️ ""L'idée n'est pas de pleurer ensemble, mais d'avancer ensemble.""

Catherine Bertrand, rescapée de l'attentat du Bataclan…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,franceinfo,"RT @franceinfo: 🔴 13 novembre : ""J’étais au Bataclan avec ma famille, 2h30 d’attente sans savoir ce qui allait nous arriver. L’évacuation,…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,francetv,"RT @FranceTV: Au lendemain du #13Novembre, une femme a permis de localiser les terroristes en fuite.

Par son courage, ""Sonia"" a sauvé des…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,le_figaro,"RT @Le_Figaro: «De cette prise d'otages du 13 novembre 2015, au Bataclan, est née entre sept de ces anciens otages un lien d'amitié indéfec…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,emmanuelmacron,"RT @EmmanuelMacron: Nous sommes tous frappés par l’attaque survenue à Oléron.
                            
J’adresse toute ma compassion au…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,,Soulagement! Nous nous réjouissons de cette libération qui met fin a une interminable attente et des années de souffrance. Nous nous tiendrons à disposition avec tous nos partenaires pour leur apporter le soutien nécessaire.
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,diavictimes,"RT @DIAVictimes: 🏃‍♀️Le 9 novembre, la DIAV marchera pour l'égalité, la DIAV courra pour la liberté. Et vous, que ferez-vous ? 

Vous avez…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,cathbertrand5,"RT @cathbertrand5: 10 ans après, ce que les victimes souhaitent avant tout, c'est du RESPECT. Merci pour nous 🙏
Si vous ne voyez pas le pro…"
718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche,arthur_dvx,RT @Arthur_Dvx: Le 13-novembre ce n’est pas que le Bataclan mais aussi plusieurs cafés et restaurants dans les 10eme et 11eme arrondissemen…
