tweet_id,timestamp,text,author_handle,mentioned_handles,deputy_id,full_name,twitter_name,twitter_web_urls,political_group_abbrev,political_group
1989074188578259231,Thu Nov 13 20:53:36 +0000 2025,RT @Arthur_Dvx: Mon discours ce soir : 10 ans de salut par la République Française. https://t.co/tCJSfOBRBA,alouismars,arthur_dvx,718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche
1987793113570775322,Mon Nov 10 08:03:04 +0000 2025,"RT @franceinfo: 🔴 ""Je suis secouriste, je travaille à l’hôpital. Alors quand les tirs se sont tus, j’ai pris ma trousse de secours et je su…",alouismars,franceinfo,718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche
1987789343583256736,Mon Nov 10 07:48:05 +0000 2025,"RT @franceinfo: 🗣️ ""L'idée n'est pas de pleurer ensemble, mais d'avancer ensemble.""

Catherine Bertrand, rescapée de l'attentat du Bataclan…",alouismars,franceinfo,718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche
1987789183956717645,Mon Nov 10 07:47:27 +0000 2025,"RT @franceinfo: 🔴 13 novembre : ""J’étais au Bataclan avec ma famille, 2h30 d’attente sans savoir ce qui allait nous arriver. L’évacuation,…",alouismars,franceinfo,718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche
1986842295178563816,Fri Nov 07 17:04:51 +0000 2025,"RT @FranceTV: Au lendemain du #13Novembre, une femme a permis de localiser les terroristes en fuite.

Par son courage, ""Sonia"" a sauvé des…",alouismars,francetv,718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche
1986348102400270811,Thu Nov 06 08:21:06 +0000 2025,"RT @Le_Figaro: «De cette prise d'otages du 13 novembre 2015, au Bataclan, est née entre sept de ces anciens otages un lien d'amitié indéfec…",alouismars,le_figaro,718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche
1986347866676154618,Thu Nov 06 08:20:10 +0000 2025,"RT @EmmanuelMacron: Nous sommes tous frappés par l’attaque survenue à Oléron.
                            
J’adresse toute ma compassion au…",alouismars,emmanuelmacron,718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche
1985786916000706966,Tue Nov 04 19:11:09 +0000 2025,Soulagement! Nous nous réjouissons de cette libération qui met fin a une interminable attente et des années de souffrance. Nous nous tiendrons à disposition avec tous nos partenaires pour leur apporter le soutien nécessaire.,alouismars,,718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche
1985699780069089777,Tue Nov 04 13:24:54 +0000 2025,"RT @DIAVictimes: 🏃‍♀️Le 9 novembre, la DIAV marchera pour l'égalité, la DIAV courra pour la liberté. Et vous, que ferez-vous ? 

Vous avez…",alouismars,diavictimes,718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche
1985260157404643668,Mon Nov 03 08:18:00 +0000 2025,"RT @cathbertrand5: 10 ans après, ce que les victimes souhaitent avant tout, c'est du RESPECT. Merci pour nous 🙏
Si vous ne voyez pas le pro…",alouismars,cathbertrand5,718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche
1985060721584169383,Sun Nov 02 19:05:31 +0000 2025,RT @Arthur_Dvx: Le 13-novembre ce n’est pas que le Bataclan mais aussi plusieurs cafés et restaurants dans les 10eme et 11eme arrondissemen…,alouismars,arthur_dvx,718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche
1984198718430863808,Fri Oct 31 10:00:13 +0000 2025,"RT @DIAVictimes: 🎥 « Parole aux professionnels » - conférence sur le traumatisme vicariant » : retour en images
 
🧐 Qu’appelle-t-on le trau…",alouismars,diavictimes,718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche
1981615418403160265,Fri Oct 24 06:55:07 +0000 2025,RT @EmmanuelMacron: Une majorité numérique au niveau européen pour protéger nos enfants : nous y travaillons et nous avons commencé à bâtir…,alouismars,emmanuelmacron,718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche
1980706571614138459,Tue Oct 21 18:43:41 +0000 2025,"RT @BaalDaniel: Il y a 10 ans, le 13 novembre 2015, les attentats les plus meurtriers perpétrés en France faisaient 130 morts et 413 blessé…",alouismars,baaldaniel,718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche
1980691369967427659,Tue Oct 21 17:43:16 +0000 2025,"RT @Senat: ✅ Définition pénale du viol et des agressions sexuelles : accord Sénat / @AssembleeNat

Sénateurs et députés, réunis en commissi…",alouismars,assembleenat; senat,718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche
1980373317216530713,Mon Oct 20 20:39:27 +0000 2025,La « rénovation » des copropriétés dégradées signifie en réalité assurer la  santé des familles qui y vivent.  Il faut penser la gouvernance en même temps que le financement.,alouismars,,718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche
1978755495184789550,Thu Oct 16 09:30:48 +0000 2025,"RT @DIAVictimes: 🗣️""En soutenant ceux qui soutiennent les victimes, nous accompagnons mieux les victimes elles-mêmes""

Merci aux intervenan…",alouismars,diavictimes,718918,Alexandra Louis,ALouisMars,twitter.com/ALouisMars|twitter.com/ALouisDeputee13,LAREM,La République en Marche
